DATE,RPWB56A,RPWB55A,RPWB72A,RPWB67A,RPWB69A,RPWZ4TJ,RPWZ4TK,RPWZ4TL,RPWZ4TM,RPWZOQ4,RPWZ4TN,RPWB59A
15 May 2024,769095,88007,370,13580,1974,1974,0,15676,728144,142635,13438,13341
22 May 2024,765429,88153,370,14444,1974,1974,0,15680,728144,141958,14340,13919
29 May 2024,771032,88370,370,16245,1979,1979,0,15684,728144,141833,13589,13744
05 Jun 2024,771237,88366,370,17186,2119,2119,0,15680,728144,140428,14379,13955
12 Jun 2024,766544,88376,370,19096,2024,2024,0,15632,728144,140407,14179,14138
19 Jun 2024,764212,88404,370,19561,2029,2029,0,15635,728144,139627,14660,14364
26 Jun 2024,769291,88608,370,18921,2069,2069,0,15639,728144,138123,15391,15042
03 Jul 2024,763619,88693,370,21347,2069,2069,0,15643,728144,131835,14506,14101
10 Jul 2024,762332,88785,370,22657,2545,2545,0,15647,728144,131582,14973,14667
17 Jul 2024,765759,88770,370,23815,2545,2545,0,15651,728144,131527,15588,14814
24 Jul 2024,755831,88919,370,29076,2550,2550,0,15642,695024,131032,15819,14926
31 Jul 2024,751461,88994,370,30359,2575,2575,0,15641,695024,130436,15912,15322
07 Aug 2024,760467,88959,370,34015,2575,2575,0,15645,695024,130344,16718,16116
14 Aug 2024,752919,89006,370,27464,3075,3075,0,15649,695024,130294,16697,15762
21 Aug 2024,760022,89085,370,34292,3775,3775,0,15652,695024,129589,16152,15424
28 Aug 2024,759428,89266,370,38058,3820,3820,0,15656,695024,129099,16724,15980
04 Sep 2024,750575,88985,370,36584,3820,3820,0,15671,695024,128950,16155,15827
11 Sep 2024,738939,88929,370,40290,3870,3870,0,14860,695024,127985,15345,15630
18 Sep 2024,737380,88938,370,43662,4050,4050,0,14864,695024,123628,14601,13862
25 Sep 2024,742733,88976,370,44523,4100,4100,0,14868,695024,123509,13798,13090
02 Oct 2024,729822,89109,370,37059,4260,4260,0,14871,695024,119979,13448,12616
09 Oct 2024,730742,89103,370,39470,4275,4275,0,14875,695024,118252,14337,13721
16 Oct 2024,729308,89197,370,38880,4710,4710,0,14878,695024,118162,13544,12998
23 Oct 2024,720940,89261,370,41100,4710,4710,0,14868,659015,117969,14897,14229
30 Oct 2024,724722,89448,370,46743,4820,4820,0,14871,659015,116919,13922,13103
06 Nov 2024,726283,89623,370,45724,5180,5180,0,14875,659015,116557,15140,14258
13 Nov 2024,729012,89755,370,44316,5455,5455,0,14879,659015,115999,14409,13328
20 Nov 2024,728745,89791,370,43708,5470,5470,0,14882,659015,115832,16153,14741
27 Nov 2024,730256,90028,370,45375,5895,5895,0,14886,659015,115477,15991,14860
04 Dec 2024,725855,90384,370,40983,6140,6140,0,14880,659015,114857,16238,15061
11 Dec 2024,722755,90767,370,41870,6723,6723,0,14831,659015,114748,17019,16099
18 Dec 2024,718126,91321,370,43390,6873,6873,0,14835,659015,108506,16186,14901
25 Dec 2024,709831,92164,370,38075,7391,7391,0,14838,659015,102672,16719,15419
01 Jan 2025,711588,91932,370,38075,7391,7391,0,14842,659015,102672,16740,15439
08 Jan 2025,718052,90978,370,46180,7391,7391,0,14845,659015,102672,17935,16704
15 Jan 2025,722251,90368,370,51364,6901,6901,0,14849,659015,102484,16973,16144
22 Jan 2025,707810,90159,370,46691,7391,7391,0,14840,659015,102439,15871,14875
29 Jan 2025,699549,90244,370,46411,8446,8446,0,14844,654531,101398,15231,13966
05 Feb 2025,706112,90278,370,49192,9526,9526,0,14720,654531,100400,15582,14656
12 Feb 2025,712464,90214,370,53417,9031,9031,0,14724,654531,99670,15132,13309
19 Feb 2025,716724,90297,370,54666,9381,9381,0,14727,654531,99261,15895,15617
26 Feb 2025,706745,90350,370,50340,9536,9536,0,14731,654531,98234,16231,15521
05 Mar 2025,700185,90544,370,58208,9686,9686,0,14733,654531,96595,15354,14861
12 Mar 2025,694950,90704,370,57811,10026,10026,0,14009,654531,96595,14805,14129
19 Mar 2025,695578,90859,370,61146,12153,12153,0,14012,654531,96586,14321,14897
26 Mar 2025,698263,91067,370,62509,13488,13488,0,14015,654531,90776,14096,13809
02 Apr 2025,695501,91256,370,58394,14825,14825,0,14019,654531,88738,13839,13813
09 Apr 2025,696052,91579,370,59439,15485,15485,0,14022,654531,88727,13239,13168
16 Apr 2025,695990,91906,370,60702,16895,16895,0,14025,654531,88722,13265,13319
23 Apr 2025,694177,91964,370,64000,18235,18235,0,14015,622521,88692,13113,13431
30 Apr 2025,682893,92018,370,54878,18875,18875,0,14018,622521,87154,14092,13733
07 May 2025,688756,92318,370,59071,19225,19225,0,14022,622521,85894,12493,12027
14 May 2025,695973,92317,370,60684,20920,20920,0,14025,622521,85843,12274,12082
21 May 2025,696179,92341,370,60872,21460,21460,0,14028,622521,85821,12402,11819
28 May 2025,693160,92612,370,63333,21755,21755,0,14032,622521,84846,11639,11065
04 Jun 2025,685918,92552,370,62171,22593,22593,0,14036,622521,84826,11412,11520
11 Jun 2025,671107,92557,370,68106,22304,22304,0,13479,622521,84822,12728,12680
18 Jun 2025,670345,92616,370,68929,23394,23394,0,13483,622521,84796,13367,12652
25 Jun 2025,678396,92784,370,69870,24986,24986,0,13486,622521,84163,13666,13243
02 Jul 2025,680528,93111,370,72782,26338,26338,0,13489,622521,83000,14363,14033
09 Jul 2025,681171,93134,370,74225,26598,26598,0,13492,622521,82950,13592,13245
16 Jul 2025,680177,93279,370,73056,27226,27226,0,13496,622521,82655,14274,13705
23 Jul 2025,673121,93444,370,72776,28571,28571,0,13486,590018,82216,13663,13676
30 Jul 2025,667375,93603,370,69902,29127,29127,0,13489,590018,80389,14559,13862
06 Aug 2025,670018,93768,370,71221,29741,29741,0,13489,590018,80170,14310,14326
13 Aug 2025,674227,93807,370,71248,29981,29981,0,13492,590018,80085,15040,14340
20 Aug 2025,672700,93925,370,68884,29952,29952,0,13495,590018,80017,16021,15481
27 Aug 2025,667451,94114,370,68402,30650,30650,0,13499,590018,79647,15393,14725
03 Sep 2025,667000,94044,370,75652,30925,30925,0,13500,590018,79220,16098,14901
10 Sep 2025,652825,94070,370,77991,31086,31086,0,12978,590018,78658,14685,14849
17 Sep 2025,658692,94157,370,83085,31984,31984,0,12981,590018,78133,15141,14458
24 Sep 2025,659633,94216,370,80602,33344,33344,0,12984,590018,78028,14834,14584
01 Oct 2025,661740,94443,370,87149,34359,34359,0,12987,590018,71733,15651,15181
08 Oct 2025,657386,94656,370,80584,37844,37844,0,12990,590018,71325,20143,18024
15 Oct 2025,654605,94727,370,80462,38970,38970,0,12994,590018,68771,19383,17571
22 Oct 2025,653544,94886,370,81837,43974,43974,0,12983,590018,64717,19111,17015
29 Oct 2025,630219,95024,370,83681,47163,47163,0,12986,558069,41906,19228,16993
05 Nov 2025,651284,95213,370,97882,54321,54321,0,12989,558069,41906,17418,16479
12 Nov 2025,643332,95326,370,85687,55401,55401,0,13072,558069,41906,17418,16629
19 Nov 2025,653933,95493,370,92003,60919,60919,0,13151,558069,41894,17675,16771
26 Nov 2025,659825,95659,370,96634,61479,61479,0,13230,558069,41894,19122,17540
03 Dec 2025,660119,95982,370,97103,60993,60993,0,13352,558069,41894,17745,16836
10 Dec 2025,657704,96411,370,97208,61618,61618,0,13380,558069,41894,17913,16772
17 Dec 2025,652866,96944,370,93143,62514,62514,0,13458,558069,41894,18086,16699
24 Dec 2025,656873,97714,370,98162,61545,61545,0,13461,558069,41894,17667,16564
31 Dec 2025,660571,97418,370,98162,61545,61545,0,13466,558069,41894,17533,16538
07 Jan 2026,661505,96561,370,98162,61545,61545,0,13469,558069,41894,16981,17769
14 Jan 2026,660515,96115,370,97014,62741,62741,0,13473,558069,41894,18550,18061
21 Jan 2026,661999,95760,370,99300,64633,64633,0,13477,558069,41894,18311,18580
28 Jan 2026,645956,95674,370,97876,66366,66366,0,13468,553158,41894,18905,18828
04 Feb 2026,642563,95634,370,100885,67200,67200,0,12695,553158,41894,19965,18862
11 Feb 2026,640365,95576,370,96395,67734,67734,0,12733,553158,41894,21688,21155
18 Feb 2026,640732,95600,370,93686,69014,69014,0,12823,553158,41894,20776,20760
25 Feb 2026,643547,95813,370,97002,69871,69871,0,12861,553158,41894,20804,20965
04 Mar 2026,644973,95989,370,98252,70377,70377,0,12864,553158,41894,21263,20673
11 Mar 2026,646450,96158,370,99359,71204,71204,0,12834,553158,41894,19273,19425
18 Mar 2026,636991,96335,370,96967,72631,72631,0,12838,553158,41894,18644,18263
25 Mar 2026,647608,96646,370,98071,72451,72451,0,12841,553158,41894,18989,18591
01 Apr 2026,645085,97061,370,97441,72774,72774,0,12845,553158,41894,17820,17426
08 Apr 2026,650510,97458,370,100301,74183,74183,0,12849,553158,41894,16368,16858
15 Apr 2026,648118,97261,370,99223,73728,73728,0,12852,553158,41894,15873,15274
22 Apr 2026,631488,97200,370,97854,69973,69973,0,12836,553158,41894,16140,15870
29 Apr 2026,633819,97375,370,97815,68760,68760,0,12839,527899,41894,19470,19412
06 May 2026,638788,97736,370,103901,63627,63627,0,12843,527899,41894,18403,18063
13 May 2026,640209,97754,370,108634,64727,64727,0,12847,527899,41894,18296,17994
20 May 2026,640858,97683,370,110765,61100,61100,0,12850,527899,41894,20316,19491
27 May 2026,643115,98136,370,114888,60912,60912,0,12854,527899,41894,20624,19669
03 Jun 2026,640061,98098,370,109591,61920,61920,0,12844,527899,41894,19521,18804
10 Jun 2026,645478,98110,370,122918,62691,62691,0,12796,527899,41894,18915,18444
17 Jun 2026,653071,98138,370,126453,62888,62888,0,12800,527899,41894,18612,18578
24 Jun 2026,664126,98255,370,134384,61743,61743,0,12855,527899,41894,20042,20155
01 Jul 2026,671588,98524,370,139912,64070,64070,0,12953,527899,41894,20801,20025
08 Jul 2026,672920,98635,370,136184,70149,70149,0,13003,527899,41894,20339,19646
15 Jul 2026,669590,98686,370,132245,71032,71032,0,13156,527899,41763,19730,19062
22 Jul 2026,632468,98709,370,124475,74364,74364,0,12697,527899,41763,20114,19841
29 Jul 2026,641432,98886,370,129273,78382,78382,0,12768,521819,41763,20915,21086
05 Aug 2026,637056,98867,370,123853,78233,78233,0,12767,521819,41763,20986,20978
12 Aug 2026,643509,98864,370,130916,78713,78713,0,12771,521819,41763,21224,21398
19 Aug 2026,641378,98811,370,126869,79914,79914,0,12775,521819,41763,22246,22279
26 Aug 2026,640701,98839,370,126073,81684,81684,0,12779,521819,41763,22541,22085
02 Sep 2026,643685,98978,370,124825,83874,83874,0,12779,521819,41763,21246,20533
