date,FCMYGBAG3D
2024-09-06,3.487
2024-09-09,3.536
2024-09-10,3.51
2024-09-11,3.466
2024-09-12,3.491
2024-09-13,3.421
2024-09-16,3.397
2024-09-17,3.417
2024-09-18,3.447
2024-09-19,3.518
2024-09-20,3.497
2024-09-23,3.533
2024-09-24,3.425
2024-09-25,3.454
2024-09-26,3.49
2024-09-27,3.517
2024-09-30,3.528
2024-10-01,3.552
2024-10-02,3.501
2024-10-03,3.547
2024-10-04,3.613
2024-10-08,3.73
2024-10-09,3.739
2024-10-10,3.784
2024-10-11,3.775
2024-10-14,3.803
2024-10-15,3.793
2024-10-16,3.754
2024-10-17,3.809
2024-10-18,3.846
2024-10-21,3.815
2024-10-22,3.931
2024-10-23,3.959
2024-10-24,3.937
2024-10-25,3.907
2024-10-28,3.976
2024-10-29,3.947
2024-10-30,3.964
2024-10-31,4.02
2024-11-01,4.047
2024-11-04,4.046
2024-11-05,4.08
2024-11-06,4.128
2024-11-07,4.128
2024-11-08,4.08
2024-11-11,4.1
2024-11-12,4.11
2024-11-13,4.217
2024-11-14,4.205
2024-11-15,4.165
2024-11-18,4.117
2024-11-19,4.078
2024-11-20,4.076
2024-11-21,4.104
2024-11-22,4.072
2024-11-25,4.035
2024-11-26,3.986
2024-11-27,3.968
2024-11-28,3.91
2024-11-29,3.91
2024-12-02,3.929
2024-12-03,3.91
2024-12-04,3.831
2024-12-05,3.81
2024-12-06,3.808
2024-12-09,3.788
2024-12-10,3.705
2024-12-11,3.726
2024-12-12,3.832
2024-12-13,3.842
2024-12-16,3.868
2024-12-17,3.838
2024-12-18,3.809
2024-12-19,3.941
2024-12-20,3.975
2024-12-23,3.905
2024-12-24,3.904
2024-12-27,3.845
2024-12-30,3.904
2024-12-31,3.824
2025-01-02,3.875
2025-01-03,3.844
2025-01-06,3.92
2025-01-07,3.937
2025-01-08,3.914
2025-01-09,3.892
2025-01-10,3.932
2025-01-13,4.056
2025-01-14,4.035
2025-01-15,4.033
2025-01-16,3.939
2025-01-17,3.95
2025-01-20,3.921
2025-01-21,3.866
2025-01-22,3.914
2025-01-23,3.912
2025-01-24,3.903
2025-01-28,3.843
2025-01-29,3.781
2025-01-30,3.786
2025-01-31,3.805
2025-02-03,3.738
2025-02-04,3.765
2025-02-05,3.738
2025-02-06,3.723
2025-02-07,3.77
2025-02-10,3.809
2025-02-11,3.799
2025-02-12,3.855
2025-02-13,3.853
2025-02-14,3.827
2025-02-17,3.868
2025-02-18,3.923
2025-02-19,3.933
2025-02-20,3.942
2025-02-21,3.923
2025-02-24,3.854
2025-02-25,3.816
2025-02-26,3.797
2025-02-27,3.786
2025-02-28,3.738
2025-03-03,3.766
2025-03-04,3.705
2025-03-05,3.753
2025-03-06,3.84
2025-03-07,3.77
2025-03-10,3.81
2025-03-11,3.737
2025-03-12,3.765
2025-03-13,3.766
2025-03-14,3.762
2025-03-17,3.76
2025-03-18,3.771
2025-03-19,3.791
2025-03-20,3.742
2025-03-21,3.751
2025-03-24,3.739
2025-03-25,3.745
2025-03-26,3.79
2025-03-27,3.796
2025-03-28,3.758
2025-03-31,3.693
2025-04-01,3.69
2025-04-02,3.713
2025-04-03,3.549
2025-04-04,3.417
2025-04-07,3.272
2025-04-08,3.337
2025-04-09,3.245
2025-04-10,3.338
2025-04-11,3.289
2025-04-14,3.345
2025-04-15,3.336
2025-04-16,3.342
2025-04-17,3.335
2025-04-22,3.257
2025-04-23,3.326
2025-04-24,3.32
2025-04-28,3.291
2025-04-29,3.31
2025-04-30,3.309
2025-05-01,3.296
2025-05-02,3.324
2025-05-05,3.384
2025-05-06,3.421
2025-05-07,3.363
2025-05-08,3.352
2025-05-09,3.407
2025-05-12,3.473
2025-05-13,3.568
2025-05-14,3.599
2025-05-15,3.654
2025-05-16,3.594
2025-05-19,3.635
2025-05-20,3.466
2025-05-21,3.475
2025-05-22,3.474
2025-05-23,3.451
2025-05-26,3.423
2025-05-27,3.385
2025-05-28,3.414
2025-05-29,3.434
2025-05-30,3.324
2025-06-02,3.323
2025-06-03,3.313
2025-06-04,3.323
2025-06-05,3.331
2025-06-06,3.362
2025-06-10,3.351
2025-06-11,3.402
2025-06-12,3.353
2025-06-13,3.291
2025-06-16,3.343
2025-06-17,3.371
2025-06-18,3.36
2025-06-19,3.349
2025-06-20,3.319
2025-06-23,3.329
2025-06-24,3.269
2025-06-25,3.233
2025-06-26,3.232
2025-06-27,3.242
2025-06-30,3.259
2025-07-01,3.229
2025-07-02,3.269
2025-07-03,3.286
2025-07-04,3.301
2025-07-07,3.282
2025-07-08,3.393
2025-07-09,3.442
2025-07-10,3.403
2025-07-11,3.432
2025-07-14,3.461
2025-07-15,3.478
2025-07-16,3.485
2025-07-17,3.396
2025-07-18,3.377
2025-07-21,3.372
2025-07-22,3.378
2025-07-23,3.383
2025-07-24,3.451
2025-07-25,3.461
2025-07-28,3.457
2025-07-29,3.431
2025-07-30,3.365
2025-07-31,3.393
2025-08-01,3.437
2025-08-04,3.404
2025-08-05,3.35
2025-08-06,3.379
2025-08-07,3.364
2025-08-08,3.38
2025-08-11,3.38
2025-08-12,3.37
2025-08-13,3.34
2025-08-14,3.324
2025-08-15,3.332
2025-08-18,3.357
2025-08-19,3.411
2025-08-20,3.376
2025-08-21,3.37
2025-08-22,3.395
2025-08-25,3.366
2025-08-26,3.379
2025-08-27,3.408
2025-08-28,3.374
2025-08-29,3.383
2025-09-01,3.404
2025-09-02,3.435
2025-09-03,3.507
2025-09-04,3.46
2025-09-05,3.455
2025-09-08,3.408
2025-09-09,3.414
2025-09-10,3.425
2025-09-11,3.404
2025-09-12,3.421
2025-09-15,3.445
2025-09-16,3.407
2025-09-17,3.402
2025-09-18,3.368
2025-09-19,3.41
2025-09-22,3.428
2025-09-23,3.434
2025-09-24,3.501
2025-09-25,3.54
2025-09-26,3.577
2025-09-29,3.529
2025-09-30,3.538
2025-10-01,3.569
2025-10-02,3.533
2025-10-03,3.54
2025-10-07,3.558
2025-10-08,3.549
2025-10-09,3.55
2025-10-10,3.57
2025-10-13,3.499
2025-10-14,3.45
2025-10-15,3.459
2025-10-16,3.369
2025-10-17,3.307
2025-10-20,3.36
2025-10-21,3.333
2025-10-22,3.339
2025-10-23,3.352
2025-10-24,3.365
2025-10-27,3.404
2025-10-28,3.446
2025-10-29,3.565
2025-10-30,3.608
2025-10-31,3.595
2025-11-03,3.633
2025-11-04,3.667
2025-11-05,3.621
2025-11-06,3.652
2025-11-07,3.634
2025-11-10,3.684
2025-11-11,3.693
2025-11-12,3.694
2025-11-13,3.796
2025-11-14,3.763
2025-11-17,3.771
2025-11-18,3.732
2025-11-19,3.714
2025-11-20,3.763
2025-11-21,3.75
2025-11-24,3.735
2025-11-25,3.735
2025-11-26,3.878
2025-11-27,3.844
2025-11-28,3.873
2025-12-01,3.893
2025-12-02,3.919
2025-12-03,3.977
2025-12-04,4.053
2025-12-05,4.017
2025-12-08,4.043
2025-12-09,4.145
2025-12-10,4.207
2025-12-11,4.118
2025-12-12,4.116
2025-12-15,4.085
2025-12-16,4.105
2025-12-17,4.13
2025-12-18,4.097
2025-12-19,4.122
2025-12-22,4.171
2025-12-23,4.119
2025-12-24,4.12
2025-12-29,4.143
2025-12-30,4.133
2025-12-31,4.145
2026-01-02,4.193
2026-01-05,4.135
2026-01-06,4.139
2026-01-07,4.131
2026-01-08,4.046
2026-01-09,4.062
2026-01-12,4.078
2026-01-13,4.084
2026-01-14,4.084
2026-01-15,4.061
2026-01-16,4.081
2026-01-19,4.116
2026-01-20,4.156
2026-01-21,4.146
2026-01-22,4.212
2026-01-23,4.237
2026-01-27,4.285
2026-01-28,4.239
2026-01-29,4.251
2026-01-30,4.247
2026-02-02,4.224
2026-02-03,4.289
2026-02-04,4.332
2026-02-05,4.322
2026-02-06,4.285
2026-02-09,4.319
2026-02-10,4.291
2026-02-11,4.255
2026-02-12,4.302
2026-02-13,4.256
2026-02-16,4.238
2026-02-17,4.203
2026-02-18,4.238
2026-02-19,4.316
2026-02-20,4.268
2026-02-23,4.249
2026-02-24,4.231
2026-02-25,4.266
2026-02-26,4.247
2026-02-27,4.206
2026-03-02,4.179
2026-03-03,4.332
2026-03-04,4.299
2026-03-05,4.352
2026-03-06,4.417
2026-03-09,4.547
2026-03-10,4.469
2026-03-11,4.454
2026-03-12,4.539
2026-03-13,4.561
2026-03-16,4.587
2026-03-17,4.545
2026-03-18,4.511
2026-03-19,4.621
2026-03-20,4.786
2026-03-23,4.818
2026-03-24,4.728
2026-03-25,4.617
2026-03-26,4.719
2026-03-27,4.801
2026-03-30,4.708
2026-03-31,4.651
2026-04-01,4.584
2026-04-02,4.723
2026-04-07,4.658
2026-04-08,4.552
2026-04-09,4.603
2026-04-10,4.652
2026-04-13,4.692
2026-04-14,4.623
2026-04-15,4.6
2026-04-16,4.624
2026-04-17,4.656
2026-04-20,4.589
2026-04-21,4.564
2026-04-22,4.616
2026-04-23,4.683
2026-04-24,4.68
2026-04-27,4.681
2026-04-28,4.72
2026-04-29,4.68
2026-04-30,4.763
2026-05-01,4.71
2026-05-04,4.667
2026-05-05,4.635
2026-05-06,4.63
2026-05-07,4.601
2026-05-08,4.656
2026-05-11,4.672
2026-05-12,4.711
2026-05-13,4.717
2026-05-14,4.678
2026-05-15,4.727
2026-05-18,4.737
2026-05-19,4.674
2026-05-20,4.688
2026-05-21,4.586
2026-05-22,4.541
2026-05-25,4.522
2026-05-26,4.551
2026-05-27,4.498
2026-05-28,4.527
2026-05-29,4.477
2026-06-01,4.522
2026-06-02,4.532
2026-06-03,4.56
2026-06-04,4.561
2026-06-05,4.556
2026-06-09,4.545
2026-06-10,4.506
2026-06-11,4.494
2026-06-12,4.422
2026-06-15,4.428
2026-06-16,4.425
2026-06-17,4.382
2026-06-18,4.417
2026-06-19,4.457
2026-06-22,4.446
2026-06-23,4.395
2026-06-24,4.4
2026-06-25,4.364
2026-06-26,4.356
2026-06-29,4.384
2026-06-30,4.363
2026-07-01,4.415
2026-07-02,4.433
2026-07-03,4.406
2026-07-06,4.39
2026-07-07,4.412
2026-07-08,4.461
2026-07-09,4.464
2026-07-10,4.42
2026-07-13,4.45
2026-07-14,4.502
2026-07-15,4.487
2026-07-16,4.473
2026-07-17,4.487
2026-07-20,4.558
2026-07-21,4.53
2026-07-22,4.554
2026-07-23,4.603
2026-07-24,4.716
2026-07-27,4.614
2026-07-28,4.564
2026-07-29,4.491
2026-07-30,4.545
2026-07-31,4.491
2026-08-03,4.504
2026-08-04,4.526
2026-08-05,4.468
2026-08-06,4.483
2026-08-07,4.535
2026-08-10,4.54
2026-08-11,4.564
2026-08-12,4.549
2026-08-13,4.505
2026-08-14,4.52
2026-08-17,4.545
2026-08-18,4.59
2026-08-19,4.565
2026-08-20,4.526
2026-08-21,4.565
2026-08-24,4.531
2026-08-25,4.55
2026-08-26,4.598
2026-08-27,4.664
2026-08-28,4.653
2026-08-31,4.659
2026-09-01,4.718
2026-09-02,4.819
