date,B2:INM.DS02.NZZC
2024-05-27,5.13
2024-05-28,5.15
2024-05-29,5.19
2024-05-30,5.14
2024-05-31,5.09
2024-06-04,5.06
2024-06-05,5.04
2024-06-06,5.0
2024-06-07,5.01
2024-06-10,5.08
2024-06-11,5.04
2024-06-12,5.04
2024-06-13,4.99
2024-06-14,4.93
2024-06-17,4.93
2024-06-18,4.93
2024-06-19,4.89
2024-06-20,4.93
2024-06-21,4.94
2024-06-24,4.91
2024-06-25,4.9
2024-06-26,4.94
2024-06-27,4.96
2024-07-01,4.92
2024-07-02,4.91
2024-07-03,4.89
2024-07-04,4.88
2024-07-05,4.87
2024-07-08,4.84
2024-07-09,4.81
2024-07-10,4.61
2024-07-11,4.56
2024-07-12,4.49
2024-07-15,4.43
2024-07-16,4.37
2024-07-17,4.41
2024-07-18,4.36
2024-07-19,4.34
2024-07-22,4.35
2024-07-23,4.32
2024-07-24,4.25
2024-07-25,4.21
2024-07-26,4.19
2024-07-29,4.19
2024-07-30,4.22
2024-07-31,4.22
2024-08-01,4.19
2024-08-02,4.14
2024-08-05,3.95
2024-08-06,4.01
2024-08-07,4.14
2024-08-08,4.04
2024-08-09,3.99
2024-08-12,4.0
2024-08-13,4.02
2024-08-14,3.89
2024-08-15,3.75
2024-08-16,3.77
2024-08-19,3.83
2024-08-20,3.89
2024-08-21,3.86
2024-08-22,3.86
2024-08-23,3.87
2024-08-26,3.83
2024-08-27,3.87
2024-08-28,3.87
2024-08-29,3.92
2024-08-30,3.94
2024-09-02,3.96
2024-09-03,3.93
2024-09-04,3.85
2024-09-05,3.78
2024-09-06,3.77
2024-09-09,3.78
2024-09-10,3.77
2024-09-11,3.7
2024-09-12,3.71
2024-09-13,3.65
2024-09-16,3.6
2024-09-17,3.62
2024-09-18,3.65
2024-09-19,3.67
2024-09-20,3.65
2024-09-23,3.65
2024-09-24,3.62
2024-09-25,3.58
2024-09-26,3.56
2024-09-27,3.56
2024-09-30,3.57
2024-10-01,3.56
2024-10-02,3.56
2024-10-03,3.56
2024-10-04,3.55
2024-10-07,3.64
2024-10-08,3.68
2024-10-09,3.64
2024-10-10,3.67
2024-10-11,3.71
2024-10-14,3.76
2024-10-15,3.7
2024-10-16,3.61
2024-10-17,3.58
2024-10-18,3.62
2024-10-21,3.63
2024-10-22,3.65
2024-10-23,3.66
2024-10-24,3.66
2024-10-25,3.61
2024-10-29,3.64
2024-10-30,3.62
2024-10-31,3.64
2024-11-01,3.67
2024-11-04,3.65
2024-11-05,3.66
2024-11-06,3.8
2024-11-07,3.86
2024-11-08,3.81
2024-11-11,3.84
2024-11-12,3.87
2024-11-13,3.93
2024-11-14,3.9
2024-11-15,3.9
2024-11-18,3.85
2024-11-19,3.78
2024-11-20,3.77
2024-11-21,3.78
2024-11-22,3.72
2024-11-25,3.64
2024-11-26,3.61
2024-11-27,3.71
2024-11-28,3.68
2024-11-29,3.7
2024-12-02,3.69
2024-12-03,3.66
2024-12-04,3.61
2024-12-05,3.61
2024-12-06,3.61
2024-12-09,3.6
2024-12-10,3.6
2024-12-11,3.57
2024-12-12,3.59
2024-12-13,3.6
2024-12-16,3.6
2024-12-17,3.58
2024-12-18,3.56
2024-12-19,3.5
2024-12-20,3.48
2024-12-23,3.41
2024-12-24,3.42
2024-12-27,3.38
2024-12-30,3.42
2024-12-31,3.37
2025-01-03,3.38
2025-01-06,3.41
2025-01-07,3.41
2025-01-08,3.42
2025-01-09,3.39
2025-01-10,3.37
2025-01-13,3.45
2025-01-14,3.57
2025-01-15,3.65
2025-01-16,3.61
2025-01-17,3.61
2025-01-20,3.61
2025-01-21,3.55
2025-01-22,3.54
2025-01-23,3.53
2025-01-24,3.51
2025-01-27,3.51
2025-01-28,3.48
2025-01-29,3.45
2025-01-30,3.45
2025-01-31,3.44
2025-02-03,3.36
2025-02-04,3.33
2025-02-05,3.37
2025-02-07,3.46
2025-02-10,3.45
2025-02-11,3.44
2025-02-12,3.48
2025-02-13,3.5
2025-02-14,3.5
2025-02-17,3.54
2025-02-18,3.52
2025-02-19,3.54
2025-02-20,3.56
2025-02-21,3.58
2025-02-24,3.55
2025-02-25,3.52
2025-02-26,3.5
2025-02-27,3.49
2025-02-28,3.43
2025-03-03,3.42
2025-03-04,3.39
2025-03-05,3.44
2025-03-06,3.49
2025-03-07,3.43
2025-03-10,3.43
2025-03-11,3.38
2025-03-12,3.42
2025-03-13,3.44
2025-03-14,3.47
2025-03-17,3.5
2025-03-18,3.5
2025-03-19,3.45
2025-03-20,3.44
2025-03-21,3.43
2025-03-24,3.42
2025-03-25,3.41
2025-03-26,3.4
2025-03-27,3.44
2025-03-28,3.42
2025-03-31,3.37
2025-04-01,3.36
2025-04-02,3.37
2025-04-03,3.31
2025-04-04,3.19
2025-04-07,3.09
2025-04-08,3.14
2025-04-09,3.03
2025-04-10,3.13
2025-04-11,3.11
2025-04-14,3.14
2025-04-15,3.14
2025-04-16,3.12
2025-04-17,3.12
2025-04-22,3.07
2025-04-23,3.1
2025-04-24,3.1
2025-04-28,3.07
2025-04-29,3.07
2025-04-30,3.05
2025-05-01,3.06
2025-05-02,3.06
2025-05-05,3.09
2025-05-06,3.13
2025-05-07,3.09
2025-05-08,3.08
2025-05-09,3.1
2025-05-12,3.13
2025-05-13,3.19
2025-05-14,3.19
2025-05-15,3.17
2025-05-16,3.19
2025-05-19,3.22
2025-05-20,3.2
2025-05-21,3.19
2025-05-22,3.17
2025-05-23,3.19
2025-05-26,3.18
2025-05-27,3.16
2025-05-28,3.26
2025-05-29,3.33
2025-05-30,3.29
2025-06-03,3.27
2025-06-04,3.23
2025-06-05,3.2
2025-06-06,3.25
2025-06-09,3.26
2025-06-10,3.26
2025-06-11,3.28
2025-06-12,3.29
2025-06-13,3.26
2025-06-16,3.29
2025-06-17,3.28
2025-06-18,3.29
2025-06-19,3.28
2025-06-23,3.27
2025-06-24,3.23
2025-06-25,3.19
2025-06-26,3.16
2025-06-27,3.17
2025-06-30,3.19
2025-07-01,3.15
2025-07-02,3.16
2025-07-03,3.17
2025-07-04,3.18
2025-07-07,3.17
2025-07-08,3.19
2025-07-09,3.2
2025-07-10,3.18
2025-07-11,3.17
2025-07-14,3.16
2025-07-15,3.17
2025-07-16,3.17
2025-07-17,3.17
2025-07-18,3.19
2025-07-21,3.13
2025-07-22,3.13
2025-07-23,3.13
2025-07-24,3.15
2025-07-25,3.16
2025-07-28,3.17
2025-07-29,3.15
2025-07-30,3.14
2025-07-31,3.16
2025-08-01,3.15
2025-08-04,3.1
2025-08-05,3.06
2025-08-06,3.08
2025-08-07,3.05
2025-08-08,3.05
2025-08-11,3.05
2025-08-12,3.05
2025-08-13,3.03
2025-08-14,3.02
2025-08-15,3.04
2025-08-18,3.07
2025-08-19,3.11
2025-08-20,2.94
2025-08-21,2.92
2025-08-22,2.94
2025-08-25,2.91
2025-08-26,2.89
2025-08-27,2.89
2025-08-28,2.86
2025-08-29,2.86
2025-09-01,2.87
2025-09-02,2.9
2025-09-03,2.91
2025-09-04,2.9
2025-09-05,2.9
2025-09-08,2.87
2025-09-09,2.88
2025-09-10,2.89
2025-09-11,2.86
2025-09-12,2.86
2025-09-15,2.87
2025-09-16,2.83
2025-09-17,2.81
2025-09-18,2.7
2025-09-19,2.66
2025-09-22,2.67
2025-09-23,2.66
2025-09-24,2.66
2025-09-25,2.66
2025-09-26,2.67
2025-09-29,2.64
2025-09-30,2.63
2025-10-01,2.63
2025-10-02,2.63
2025-10-03,2.63
2025-10-06,2.64
2025-10-07,2.62
2025-10-08,2.56
2025-10-09,2.55
2025-10-10,2.57
2025-10-13,2.55
2025-10-14,2.54
2025-10-15,2.49
2025-10-16,2.48
2025-10-17,2.44
2025-10-20,2.46
2025-10-21,2.46
2025-10-22,2.46
2025-10-23,2.47
2025-10-24,2.49
2025-10-28,2.53
2025-10-29,2.58
2025-10-30,2.59
2025-10-31,2.56
2025-11-03,2.56
2025-11-04,2.56
2025-11-05,2.55
2025-11-06,2.56
2025-11-07,2.53
2025-11-10,2.53
2025-11-11,2.53
2025-11-12,2.53
2025-11-13,2.58
2025-11-14,2.61
2025-11-17,2.62
2025-11-18,2.62
2025-11-19,2.59
2025-11-20,2.61
2025-11-21,2.61
2025-11-24,2.6
2025-11-25,2.59
2025-11-26,2.7
2025-11-27,2.79
2025-11-28,2.86
2025-12-01,2.89
2025-12-02,2.86
2025-12-03,2.83
2025-12-04,2.87
2025-12-05,2.9
2025-12-08,2.99
2025-12-09,3.05
2025-12-10,3.12
2025-12-11,3.07
2025-12-12,3.08
2025-12-15,3.03
2025-12-16,2.98
2025-12-17,3.01
2025-12-18,2.97
2025-12-19,2.94
2025-12-22,3.0
2025-12-23,2.99
2025-12-24,2.99
2025-12-29,2.97
2025-12-30,2.93
2025-12-31,2.93
2026-01-05,2.95
2026-01-06,2.92
2026-01-07,2.93
2026-01-08,2.9
2026-01-09,2.89
2026-01-12,2.88
2026-01-13,2.92
2026-01-14,2.94
2026-01-15,2.91
2026-01-16,2.94
2026-01-19,3.01
2026-01-20,3.05
2026-01-21,3.07
2026-01-22,3.07
2026-01-23,3.09
2026-01-26,3.11
2026-01-27,3.11
2026-01-28,3.14
2026-01-29,3.14
2026-01-30,3.15
2026-02-02,3.16
2026-02-03,3.14
2026-02-04,3.07
2026-02-05,3.09
2026-02-09,3.09
2026-02-10,3.09
2026-02-11,3.07
2026-02-12,3.1
2026-02-13,3.08
2026-02-16,3.05
2026-02-17,3.03
2026-02-18,2.94
2026-02-19,2.94
2026-02-20,2.91
2026-02-23,2.95
2026-02-24,2.95
2026-02-25,2.96
2026-02-26,2.95
2026-02-27,2.95
2026-03-02,2.95
2026-03-03,2.98
2026-03-04,3.01
2026-03-05,3.05
2026-03-06,3.11
2026-03-09,3.3
2026-03-10,3.19
2026-03-11,3.16
2026-03-12,3.27
2026-03-13,3.33
2026-03-16,3.39
2026-03-17,3.32
2026-03-18,3.27
2026-03-19,3.37
2026-03-20,3.53
2026-03-23,3.66
2026-03-24,3.56
2026-03-25,3.45
2026-03-26,3.46
2026-03-27,3.53
2026-03-30,3.51
2026-03-31,3.47
2026-04-01,3.34
2026-04-02,3.43
2026-04-07,3.41
2026-04-08,3.38
2026-04-09,3.49
2026-04-10,3.48
2026-04-13,3.56
2026-04-14,3.49
2026-04-15,3.45
2026-04-16,3.41
2026-04-17,3.41
2026-04-20,3.35
2026-04-21,3.43
2026-04-22,3.47
2026-04-23,3.5
2026-04-24,3.53
2026-04-28,3.58
2026-04-29,3.54
2026-04-30,3.6
2026-05-01,3.53
2026-05-04,3.51
2026-05-05,3.52
2026-05-06,3.54
2026-05-07,3.52
2026-05-08,3.55
2026-05-11,3.57
2026-05-12,3.63
2026-05-13,3.65
2026-05-14,3.62
2026-05-15,3.64
2026-05-18,3.67
2026-05-19,3.61
2026-05-20,3.63
2026-05-21,3.56
2026-05-22,3.56
2026-05-25,3.51
2026-05-26,3.45
2026-05-27,3.51
2026-05-28,3.56
2026-05-29,3.51
2026-06-02,3.51
2026-06-03,3.48
2026-06-04,3.48
2026-06-05,3.47
2026-06-08,3.54
2026-06-09,3.5
2026-06-10,3.48
2026-06-11,3.48
2026-06-12,3.4
2026-06-15,3.33
2026-06-16,3.31
2026-06-17,3.27
2026-06-18,3.36
2026-06-19,3.37
2026-06-22,3.37
2026-06-23,3.35
2026-06-24,3.32
2026-06-25,3.3
2026-06-26,3.31
2026-06-29,3.32
2026-06-30,3.32
2026-07-01,3.35
2026-07-02,3.38
2026-07-03,3.37
2026-07-06,3.35
2026-07-07,3.33
2026-07-08,3.39
2026-07-09,3.52
2026-07-13,3.6
2026-07-14,3.69
2026-07-15,3.65
2026-07-16,3.6
2026-07-17,3.62
2026-07-20,3.69
2026-07-21,3.66
2026-07-22,3.67
2026-07-23,3.7
2026-07-24,3.81
2026-07-27,3.71
2026-07-28,3.7
2026-07-29,3.65
2026-07-30,3.7
2026-07-31,3.68
2026-08-03,3.7
2026-08-04,3.7
2026-08-05,3.62
2026-08-06,3.62
2026-08-07,3.66
2026-08-10,3.64
2026-08-11,3.66
2026-08-12,3.65
2026-08-13,3.59
2026-08-14,3.61
2026-08-17,3.63
2026-08-18,3.64
2026-08-19,3.61
2026-08-20,3.63
2026-08-21,3.66
2026-08-24,3.64
2026-08-25,3.66
2026-08-26,3.63
2026-08-27,3.68
2026-08-28,3.7
2026-08-31,3.72
2026-09-01,3.75
2026-09-02,3.69
2026-09-03,3.7
2026-09-04,3.72
2026-09-07,3.73
2026-09-08,3.7
2026-09-09,3.72
