date,ops_net_daily
2026-02-16,-1366.0
2026-02-17,2060.0
2026-02-18,159.0
2026-02-19,6166.0
2026-02-20,-2014.0
2026-02-23,0.0
2026-02-24,-75.0
2026-02-25,260.0
2026-02-26,-28.0
2026-02-27,6410.0
2026-03-02,440.0
2026-03-03,-27.0
2026-03-04,-686.0
2026-03-05,7454.0
2026-03-06,-228.0
2026-03-09,102.0
2026-03-10,-3033.0
2026-03-11,7110.0
2026-03-12,289.0
2026-03-13,452.0
2026-03-16,-353.0
2026-03-17,10175.0
2026-03-18,-228.0
2026-03-19,1672.0
2026-03-20,0.0
2026-03-23,-4177.0
2026-03-24,1460.0
2026-03-25,1641.0
2026-03-26,7311.0
2026-03-27,-811.0
2026-03-30,-2459.0
2026-03-31,2343.0
2026-04-01,-4888.0
2026-04-02,2648.0
2026-04-03,5316.0
2026-04-06,3765.0
2026-04-07,-845.0
2026-04-08,-249.0
2026-04-09,5223.0
2026-04-10,915.0
2026-04-13,-1038.0
2026-04-14,1137.0
2026-04-15,-1350.0
2026-04-16,8172.0
2026-04-17,1170.0
2026-04-20,-1505.0
2026-04-21,1361.0
2026-04-22,321.0
2026-04-23,994.0
2026-04-24,8810.0
2026-04-27,-858.0
2026-04-28,302.0
2026-04-29,0.0
2026-04-30,442.0
2026-05-01,-834.0
2026-05-04,0.0
2026-05-05,0.0
2026-05-06,0.0
2026-05-07,338.0
2026-05-08,618.0
2026-05-11,-1821.0
2026-05-12,8718.0
2026-05-13,812.0
2026-05-14,442.0
2026-05-15,-673.0
2026-05-18,6103.0
2026-05-19,445.0
2026-05-20,-759.0
2026-05-21,-81.0
2026-05-22,7119.0
2026-05-25,1885.0
2026-05-26,349.0
2026-05-27,98.0
2026-05-28,-647.0
2026-05-29,6670.0
2026-06-01,-1339.0
2026-06-02,902.0
2026-06-03,-205.0
2026-06-04,4036.0
2026-06-05,598.0
2026-06-08,-2.0
2026-06-09,-532.0
2026-06-10,461.0
2026-06-11,-930.0
2026-06-12,6833.0
2026-06-15,-1132.0
2026-06-16,1607.0
2026-06-17,-159.0
2026-06-18,363.0
2026-06-19,9190.0
2026-06-22,-1004.0
2026-06-23,1043.0
2026-06-24,22.0
2026-06-25,-3394.0
2026-06-26,3771.0
2026-06-29,6028.0
2026-06-30,354.0
2026-07-01,-409.0
2026-07-02,579.0
2026-07-03,-574.0
2026-07-06,-422.0
2026-07-07,5106.0
2026-07-08,476.0
2026-07-09,-815.0
2026-07-10,820.0
2026-07-13,260.0
2026-07-14,613.0
2026-07-15,-52.0
2026-07-16,7401.0
2026-07-17,-886.0
2026-07-20,0.0
2026-07-21,508.0
2026-07-22,428.0
2026-07-23,241.0
2026-07-24,8043.0
2026-07-27,7.0
2026-07-28,-41.0
2026-07-29,-360.0
2026-07-30,4096.0
2026-07-31,-61.0
2026-08-03,-411.0
2026-08-04,750.0
2026-08-05,-268.0
2026-08-06,5320.0
2026-08-07,276.0
2026-08-10,273.0
2026-08-11,0.0
2026-08-12,208.0
2026-08-13,-450.0
2026-08-14,7586.0
2026-08-17,-1198.0
2026-08-18,1082.0
2026-08-19,-20.0
2026-08-20,7221.0
2026-08-21,165.0
2026-08-24,480.0
2026-08-25,-66.0
2026-08-26,233.0
2026-08-27,-198.0
2026-08-28,4226.0
2026-08-31,31.0
2026-09-01,135.0
2026-09-02,188.0
2026-09-03,4484.0
2026-09-04,502.0
2026-09-07,-873.0
2026-09-08,753.0
2026-09-09,16.0
2026-09-10,7405.0
2026-09-11,718.0
