date,RPWB67A
2023-01-11,0.0
2023-01-18,5.0
2023-01-25,10.0
2023-02-01,1500.0
2023-02-08,0.0
2023-02-15,15.0
2023-02-22,0.0
2023-03-01,5.0
2023-03-08,1010.0
2023-03-15,15.0
2023-03-22,5.0
2023-03-29,10.0
2023-04-05,0.0
2023-04-12,0.0
2023-04-19,0.0
2023-04-26,10.0
2023-05-03,31.0
2023-05-10,20.0
2023-05-17,6.0
2023-05-24,5.0
2023-05-31,5.0
2023-06-07,5.0
2023-06-14,5.0
2023-06-21,0.0
2023-06-28,0.0
2023-07-05,0.0
2023-07-12,0.0
2023-07-19,15.0
2023-07-26,1200.0
2023-08-02,305.0
2023-08-09,300.0
2023-08-16,150.0
2023-08-23,155.0
2023-08-30,150.0
2023-09-06,160.0
2023-09-13,155.0
2023-09-20,0.0
2023-09-27,15.0
2023-10-04,500.0
2023-10-11,510.0
2023-10-18,505.0
2023-10-25,750.0
2023-11-01,500.0
2023-11-08,500.0
2023-11-15,610.0
2023-11-22,610.0
2023-11-29,1805.0
2023-12-06,2460.0
2023-12-13,4000.0
2023-12-20,3171.0
2023-12-27,2200.0
2024-01-03,2200.0
2024-01-10,2100.0
2024-01-17,700.0
2024-01-24,2365.0
2024-01-31,1970.0
2024-02-07,2580.0
2024-02-14,2518.0
2024-02-21,2500.0
2024-02-28,1105.0
2024-03-06,1100.0
2024-03-13,2115.0
2024-03-20,2747.0
2024-03-27,3530.0
2024-04-03,5150.0
2024-04-10,4820.0
2024-04-17,5384.0
2024-04-24,5355.0
2024-05-01,7587.0
2024-05-08,12212.0
2024-05-15,13580.0
2024-05-22,14444.0
2024-05-29,16245.0
2024-06-05,17186.0
2024-06-12,19096.0
2024-06-19,19561.0
2024-06-26,18921.0
2024-07-03,21347.0
2024-07-10,22657.0
2024-07-17,23815.0
2024-07-24,29076.0
2024-07-31,30359.0
2024-08-07,34015.0
2024-08-14,27464.0
2024-08-21,34292.0
2024-08-28,38058.0
2024-09-04,36584.0
2024-09-11,40290.0
2024-09-18,43662.0
2024-09-25,44523.0
2024-10-02,37059.0
2024-10-09,39470.0
2024-10-16,38880.0
2024-10-23,41100.0
2024-10-30,46743.0
2024-11-06,45724.0
2024-11-13,44316.0
2024-11-20,43708.0
2024-11-27,45375.0
2024-12-04,40983.0
2024-12-11,41870.0
2024-12-18,43390.0
2024-12-25,38075.0
2025-01-01,38075.0
2025-01-08,46180.0
2025-01-15,51364.0
2025-01-22,46691.0
2025-01-29,46411.0
2025-02-05,49192.0
2025-02-12,53417.0
2025-02-19,54666.0
2025-02-26,50340.0
2025-03-05,58208.0
2025-03-12,57811.0
2025-03-19,61146.0
2025-03-26,62509.0
2025-04-02,58394.0
2025-04-09,59439.0
2025-04-16,60702.0
2025-04-23,64000.0
2025-04-30,54878.0
2025-05-07,59071.0
2025-05-14,60684.0
2025-05-21,60872.0
2025-05-28,63333.0
2025-06-04,62171.0
2025-06-11,68106.0
2025-06-18,68929.0
2025-06-25,69870.0
2025-07-02,72782.0
2025-07-09,74225.0
2025-07-16,73056.0
2025-07-23,72776.0
2025-07-30,69902.0
2025-08-06,71221.0
2025-08-13,71248.0
2025-08-20,68884.0
2025-08-27,68402.0
2025-09-03,75652.0
2025-09-10,77991.0
2025-09-17,83085.0
2025-09-24,80602.0
2025-10-01,87149.0
2025-10-08,80584.0
2025-10-15,80462.0
2025-10-22,81837.0
2025-10-29,83681.0
2025-11-05,97882.0
2025-11-12,85687.0
2025-11-19,92003.0
2025-11-26,96634.0
2025-12-03,97103.0
2025-12-10,97208.0
2025-12-17,93143.0
2025-12-24,98162.0
2025-12-31,98162.0
2026-01-07,98162.0
2026-01-14,97014.0
2026-01-21,99300.0
2026-01-28,97876.0
2026-02-04,100885.0
2026-02-11,96395.0
2026-02-18,93686.0
2026-02-25,97002.0
2026-03-04,98252.0
2026-03-11,99359.0
2026-03-18,96967.0
2026-03-25,98071.0
2026-04-01,97441.0
2026-04-08,100301.0
2026-04-15,99223.0
2026-04-22,97854.0
2026-04-29,97815.0
2026-05-06,103901.0
2026-05-13,108634.0
2026-05-20,110765.0
2026-05-27,114888.0
2026-06-03,109591.0
2026-06-10,122918.0
2026-06-17,126453.0
2026-06-24,134384.0
2026-07-01,139912.0
2026-07-08,136184.0
2026-07-15,132245.0
2026-07-22,124475.0
2026-07-29,129273.0
2026-08-05,123853.0
2026-08-12,130916.0
2026-08-19,126869.0
2026-08-26,126073.0
2026-09-02,124825.0
