date,CORRA_RATE_AT_PERCENTILE_95
2021-08-30,0.23
2021-08-31,0.21
2021-09-01,0.22
2021-09-02,0.22
2021-09-03,0.22
2021-09-07,0.22
2021-09-08,0.2
2021-09-09,0.2
2021-09-10,0.24
2021-09-13,0.21
2021-09-14,0.2
2021-09-15,0.22
2021-09-16,0.22
2021-09-17,0.22
2021-09-20,0.22
2021-09-21,0.25
2021-09-22,0.2
2021-09-23,0.21
2021-09-24,0.24
2021-09-27,0.21
2021-09-28,0.22
2021-09-29,0.22
2021-10-01,0.21
2021-10-04,0.2
2021-10-05,0.24
2021-10-06,0.2
2021-10-07,0.22
2021-10-08,0.22
2021-10-12,0.2
2021-10-13,0.22
2021-10-14,0.22
2021-10-15,0.26
2021-10-18,0.25
2021-10-19,0.23
2021-10-20,0.23
2021-10-21,0.22
2021-10-22,0.21
2021-10-25,0.2
2021-10-26,0.24
2021-10-27,0.27
2021-10-28,0.25
2021-10-29,0.23
2021-11-01,0.2
2021-11-02,0.21
2021-11-03,0.21
2021-11-04,0.22
2021-11-05,0.22
2021-11-08,0.22
2021-11-09,0.21
2021-11-10,0.22
2021-11-12,0.2
2021-11-15,0.24
2021-11-16,0.2
2021-11-17,0.2
2021-11-18,0.22
2021-11-19,0.2
2021-11-22,0.2
2021-11-23,0.2
2021-11-24,0.2
2021-11-25,0.2
2021-11-26,0.22
2021-11-29,0.2
2021-11-30,0.22
2021-12-01,0.2
2021-12-02,0.2
2021-12-03,0.2
2021-12-06,0.2
2021-12-07,0.22
2021-12-08,0.2
2021-12-09,0.2
2021-12-10,0.2
2021-12-13,0.2
2021-12-14,0.2
2021-12-15,0.2
2021-12-16,0.2
2021-12-17,0.2
2021-12-20,0.2
2021-12-21,0.2
2021-12-22,0.2
2021-12-23,0.2
2021-12-24,0.2
2021-12-29,0.2
2021-12-30,0.2
2021-12-31,0.2
2022-01-04,0.2
2022-01-05,0.2
2022-01-06,0.2
2022-01-07,0.2
2022-01-10,0.2
2022-01-11,0.2
2022-01-12,0.2
2022-01-13,0.2
2022-01-14,0.22
2022-01-17,0.2
2022-01-18,0.23
2022-01-19,0.2
2022-01-20,0.2
2022-01-21,0.2
2022-01-24,0.2
2022-01-25,0.2
2022-01-26,0.2
2022-01-27,0.2
2022-01-28,0.2
2022-01-31,0.2
2022-02-01,0.2
2022-02-02,0.2
2022-02-03,0.18
2022-02-04,0.2
2022-02-07,0.2
2022-02-08,0.2
2022-02-09,0.2
2022-02-10,0.2
2022-02-11,0.2
2022-02-14,0.2
2022-02-15,0.22
2022-02-16,0.2
2022-02-17,0.2
2022-02-18,0.2
2022-02-22,0.2
2022-02-23,0.2
2022-02-24,0.21
2022-02-25,0.22
2022-02-28,0.2
2022-03-01,0.2
2022-03-02,0.2
2022-03-03,0.48
2022-03-04,0.45
2022-03-07,0.45
2022-03-08,0.45
2022-03-09,0.45
2022-03-10,0.45
2022-03-11,0.46
2022-03-14,0.45
2022-03-15,0.45
2022-03-16,0.45
2022-03-17,0.45
2022-03-18,0.46
2022-03-21,0.5
2022-03-22,0.5
2022-03-23,0.47
2022-03-24,0.47
2022-03-25,0.47
2022-03-28,0.46
2022-03-29,0.47
2022-03-30,0.45
2022-03-31,0.46
2022-04-01,0.5
2022-04-04,0.5
2022-04-05,0.47
2022-04-06,0.45
2022-04-07,0.47
2022-04-08,0.47
2022-04-11,0.48
2022-04-12,0.47
2022-04-13,0.47
2022-04-14,0.97
2022-04-18,0.97
2022-04-19,0.95
2022-04-20,0.95
2022-04-21,0.95
2022-04-22,0.95
2022-04-25,0.95
2022-04-26,0.95
2022-04-27,0.95
2022-04-28,0.95
2022-04-29,0.98
2022-05-02,1.0
2022-05-03,0.98
2022-05-04,1.0
2022-05-05,1.0
2022-05-06,0.98
2022-05-09,0.98
2022-05-10,1.0
2022-05-11,0.98
2022-05-12,0.99
2022-05-13,0.99
2022-05-16,1.0
2022-05-17,1.0
2022-05-18,0.98
2022-05-19,0.99
2022-05-20,0.98
2022-05-24,1.0
2022-05-25,0.97
2022-05-26,0.97
2022-05-27,0.97
2022-05-30,0.97
2022-05-31,0.97
2022-06-01,0.96
2022-06-02,1.47
2022-06-03,1.47
2022-06-06,1.47
2022-06-07,1.48
2022-06-08,1.47
2022-06-09,1.47
2022-06-10,1.5
2022-06-13,1.48
2022-06-14,1.48
2022-06-15,1.5
2022-06-16,1.5
2022-06-17,1.5
2022-06-20,1.48
2022-06-21,1.48
2022-06-22,1.49
2022-06-23,1.49
2022-06-24,1.5
2022-06-27,1.5
2022-06-28,1.5
2022-06-29,1.5
2022-06-30,1.5
2022-07-04,1.47
2022-07-05,1.47
2022-07-06,1.48
2022-07-07,1.5
2022-07-08,1.48
2022-07-11,1.5
2022-07-12,1.48
2022-07-13,1.48
2022-07-14,2.5
2022-07-15,2.5
2022-07-18,2.5
2022-07-19,2.5
2022-07-20,2.5
2022-07-21,2.5
2022-07-22,2.5
2022-07-25,2.5
2022-07-26,2.5
2022-07-27,2.5
2022-07-28,2.5
2022-07-29,2.5
2022-08-02,2.5
2022-08-03,2.51
2022-08-04,2.53
2022-08-05,2.54
2022-08-08,2.53
2022-08-09,2.52
2022-08-10,2.52
2022-08-11,2.52
2022-08-12,2.52
2022-08-15,2.52
2022-08-16,2.52
2022-08-17,2.51
2022-08-18,2.51
2022-08-19,2.51
2022-08-22,2.51
2022-08-23,2.5
2022-08-24,2.5
2022-08-25,2.5
2022-08-26,2.5
2022-08-29,2.5
2022-08-30,2.51
2022-08-31,2.51
2022-09-01,2.51
2022-09-02,2.51
2022-09-06,2.5
2022-09-07,2.5
2022-09-08,3.25
2022-09-09,3.25
2022-09-12,3.25
2022-09-13,3.26
2022-09-14,3.26
2022-09-15,3.26
2022-09-16,3.25
2022-09-19,3.26
2022-09-20,3.26
2022-09-21,3.26
2022-09-22,3.27
2022-09-23,3.26
2022-09-26,3.26
2022-09-27,3.26
2022-09-28,3.26
2022-09-29,3.28
2022-10-03,3.27
2022-10-04,3.27
2022-10-05,3.26
2022-10-06,3.26
2022-10-07,3.27
2022-10-11,3.27
2022-10-12,3.27
2022-10-13,3.27
2022-10-14,3.27
2022-10-17,3.27
2022-10-18,3.28
2022-10-19,3.28
2022-10-20,3.28
2022-10-21,3.27
2022-10-24,3.27
2022-10-25,3.27
2022-10-26,3.28
2022-10-27,3.78
2022-10-28,3.78
2022-10-31,3.78
2022-11-01,3.77
2022-11-02,3.78
2022-11-03,3.78
2022-11-04,3.78
2022-11-07,3.78
2022-11-08,3.78
2022-11-09,3.78
2022-11-10,3.78
2022-11-14,3.78
2022-11-15,3.78
2022-11-16,3.78
2022-11-17,3.78
2022-11-18,3.78
2022-11-21,3.77
2022-11-22,3.77
2022-11-23,3.77
2022-11-24,3.77
2022-11-25,3.77
2022-11-28,3.77
2022-11-29,3.77
2022-11-30,3.78
2022-12-01,3.78
2022-12-02,3.77
2022-12-05,3.76
2022-12-06,3.77
2022-12-07,3.77
2022-12-08,4.27
2022-12-09,4.27
2022-12-12,4.27
2022-12-13,4.27
2022-12-14,4.28
2022-12-15,4.28
2022-12-16,4.28
2022-12-19,4.28
2022-12-20,4.27
2022-12-21,4.28
2022-12-22,4.27
2022-12-23,4.27
2022-12-28,4.27
2022-12-29,4.28
2022-12-30,4.3
2023-01-03,4.28
2023-01-04,4.27
2023-01-05,4.27
2023-01-06,4.27
2023-01-09,4.29
2023-01-10,4.27
2023-01-11,4.26
2023-01-12,4.26
2023-01-13,4.27
2023-01-16,4.26
2023-01-17,4.27
2023-01-18,4.26
2023-01-19,4.27
2023-01-20,4.26
2023-01-23,4.27
2023-01-24,4.27
2023-01-25,4.28
2023-01-26,4.53
2023-01-27,4.53
2023-01-30,4.53
2023-01-31,4.54
2023-02-01,4.52
2023-02-02,4.52
2023-02-03,4.53
2023-02-06,4.53
2023-02-07,4.53
2023-02-08,4.53
2023-02-09,4.53
2023-02-10,4.53
2023-02-13,4.53
2023-02-14,4.53
2023-02-15,4.52
2023-02-16,4.51
2023-02-17,4.52
2023-02-21,4.52
2023-02-22,4.51
2023-02-23,4.51
2023-02-24,4.51
2023-02-27,4.51
2023-02-28,4.51
2023-03-01,4.53
2023-03-02,4.51
2023-03-03,4.51
2023-03-06,4.5
2023-03-07,4.51
2023-03-08,4.51
2023-03-09,4.5
2023-03-10,4.5
2023-03-13,4.5
2023-03-14,4.5
2023-03-15,4.5
2023-03-16,4.5
2023-03-17,4.5
2023-03-20,4.5
2023-03-21,4.5
2023-03-22,4.52
2023-03-23,4.52
2023-03-24,4.52
2023-03-27,4.52
2023-03-28,4.52
2023-03-29,4.51
2023-03-30,4.51
2023-03-31,4.52
2023-04-03,4.5
2023-04-04,4.5
2023-04-05,4.5
2023-04-06,4.5
2023-04-10,4.5
2023-04-11,4.5
2023-04-12,4.52
2023-04-13,4.5
2023-04-14,4.5
2023-04-17,4.5
2023-04-18,4.51
2023-04-19,4.5
2023-04-20,4.5
2023-04-21,4.5
2023-04-24,4.5
2023-04-25,4.5
2023-04-26,4.5
2023-04-27,4.5
2023-04-28,4.52
2023-05-01,4.5
2023-05-02,4.5
2023-05-03,4.5
2023-05-04,4.5
2023-05-05,4.5
2023-05-08,4.51
2023-05-09,4.51
2023-05-10,4.51
2023-05-11,4.51
2023-05-12,4.52
2023-05-15,4.51
2023-05-16,4.51
2023-05-17,4.5
2023-05-18,4.5
2023-05-19,4.51
2023-05-23,4.51
2023-05-24,4.5
2023-05-25,4.5
2023-05-26,4.51
2023-05-29,4.51
2023-05-30,4.51
2023-05-31,4.51
2023-06-01,4.52
2023-06-02,4.51
2023-06-05,4.52
2023-06-06,4.5
2023-06-07,4.5
2023-06-08,4.75
2023-06-09,4.75
2023-06-12,4.77
2023-06-13,4.77
2023-06-14,4.75
2023-06-15,4.75
2023-06-16,4.75
2023-06-19,4.75
2023-06-20,4.75
2023-06-21,4.75
2023-06-22,4.75
2023-06-23,4.75
2023-06-26,4.75
2023-06-27,4.75
2023-06-28,4.75
2023-06-29,4.75
2023-06-30,4.75
2023-07-04,4.75
2023-07-05,4.75
2023-07-06,4.75
2023-07-07,4.75
2023-07-10,4.75
2023-07-11,4.75
2023-07-12,4.77
2023-07-13,5.0
2023-07-14,5.01
2023-07-17,5.01
2023-07-18,5.02
2023-07-19,5.01
2023-07-20,5.01
2023-07-21,5.01
2023-07-24,5.01
2023-07-25,5.01
2023-07-26,5.01
2023-07-27,5.01
2023-07-28,5.0
2023-07-31,5.02
2023-08-01,5.01
2023-08-02,5.01
2023-08-03,5.01
2023-08-04,5.02
2023-08-08,5.01
2023-08-09,5.0
2023-08-10,5.0
2023-08-11,5.0
2023-08-14,5.02
2023-08-15,5.01
2023-08-16,5.0
2023-08-17,5.02
2023-08-18,5.02
2023-08-21,5.02
2023-08-22,5.02
2023-08-23,5.02
2023-08-24,5.02
2023-08-25,5.02
2023-08-28,5.02
2023-08-29,5.02
2023-08-30,5.02
2023-08-31,5.02
2023-09-01,5.02
2023-09-05,5.02
2023-09-06,5.02
2023-09-07,5.02
2023-09-08,5.02
2023-09-11,5.02
2023-09-12,5.02
2023-09-13,5.02
2023-09-14,5.03
2023-09-15,5.02
2023-09-18,5.02
2023-09-19,5.03
2023-09-20,5.02
2023-09-21,5.02
2023-09-22,5.03
2023-09-25,5.02
2023-09-26,5.02
2023-09-27,5.02
2023-09-28,5.02
2023-09-29,5.02
2023-10-03,5.02
2023-10-04,5.04
2023-10-05,5.02
2023-10-06,5.02
2023-10-10,5.03
2023-10-11,5.03
2023-10-12,5.03
2023-10-13,5.05
2023-10-16,5.04
2023-10-17,5.04
2023-10-18,5.04
2023-10-19,5.04
2023-10-20,5.04
2023-10-23,5.04
2023-10-24,5.04
2023-10-25,5.04
2023-10-26,5.04
2023-10-27,5.04
2023-10-30,5.07
2023-10-31,5.13
2023-11-01,5.05
2023-11-02,5.05
2023-11-03,5.06
2023-11-06,5.05
2023-11-07,5.05
2023-11-08,5.04
2023-11-09,5.04
2023-11-10,5.04
2023-11-14,5.04
2023-11-15,5.04
2023-11-16,5.04
2023-11-17,5.04
2023-11-20,5.05
2023-11-21,5.03
2023-11-22,5.05
2023-11-23,5.05
2023-11-24,5.05
2023-11-27,5.04
2023-11-28,5.04
2023-11-29,5.03
2023-11-30,5.02
2023-12-01,5.03
2023-12-04,5.03
2023-12-05,5.03
2023-12-06,5.03
2023-12-07,5.03
2023-12-08,5.03
2023-12-11,5.03
2023-12-12,5.04
2023-12-13,5.04
2023-12-14,5.04
2023-12-15,5.04
2023-12-18,5.04
2023-12-19,5.04
2023-12-20,5.04
2023-12-21,5.06
2023-12-22,5.05
2023-12-27,5.05
2023-12-28,5.06
2023-12-29,5.12
2024-01-02,5.07
2024-01-03,5.07
2024-01-04,5.05
2024-01-05,5.06
2024-01-08,5.07
2024-01-09,5.06
2024-01-10,5.05
2024-01-11,5.05
2024-01-12,5.06
2024-01-15,5.07
2024-01-16,5.08
2024-01-17,5.05
2024-01-18,5.05
2024-01-19,5.05
2024-01-22,5.06
2024-01-23,5.06
2024-01-24,5.05
2024-01-25,5.05
2024-01-26,5.07
2024-01-29,5.07
2024-01-30,5.07
2024-01-31,5.09
2024-02-01,5.07
2024-02-02,5.07
2024-02-05,5.05
2024-02-06,5.05
2024-02-07,5.05
2024-02-08,5.05
2024-02-09,5.04
2024-02-12,5.05
2024-02-13,5.04
2024-02-14,5.04
2024-02-15,5.05
2024-02-16,5.04
2024-02-20,5.04
2024-02-21,5.04
2024-02-22,5.04
2024-02-23,5.03
2024-02-26,5.02
2024-02-27,5.02
2024-02-28,5.01
2024-02-29,5.02
2024-03-01,5.01
2024-03-04,5.01
2024-03-05,5.01
2024-03-06,5.01
2024-03-07,5.02
2024-03-08,5.01
2024-03-11,5.01
2024-03-12,5.01
2024-03-13,5.01
2024-03-14,5.01
2024-03-15,5.02
2024-03-18,5.02
2024-03-19,5.02
2024-03-20,5.03
2024-03-21,5.03
2024-03-22,5.02
2024-03-25,5.02
2024-03-26,5.04
2024-03-27,5.04
2024-03-28,5.05
2024-04-01,5.05
2024-04-02,5.05
2024-04-03,5.04
2024-04-04,5.03
2024-04-05,5.02
2024-04-08,5.01
2024-04-09,5.01
2024-04-10,5.01
2024-04-11,5.01
2024-04-12,5.01
2024-04-15,5.04
2024-04-16,5.04
2024-04-17,5.03
2024-04-18,5.03
2024-04-19,5.02
2024-04-22,5.01
2024-04-23,5.01
2024-04-24,5.01
2024-04-25,5.01
2024-04-26,5.01
2024-04-29,5.01
2024-04-30,5.02
2024-05-01,5.01
2024-05-02,5.01
2024-05-03,5.01
2024-05-06,5.01
2024-05-07,5.01
2024-05-08,5.01
2024-05-09,5.01
2024-05-10,5.02
2024-05-13,5.02
2024-05-14,5.02
2024-05-15,5.02
2024-05-16,5.02
2024-05-17,5.02
2024-05-21,5.01
2024-05-22,5.01
2024-05-23,5.02
2024-05-24,5.01
2024-05-27,5.02
2024-05-28,5.04
2024-05-29,5.05
2024-05-30,5.05
2024-05-31,5.05
2024-06-03,5.04
2024-06-04,5.05
2024-06-05,5.05
2024-06-06,4.8
2024-06-07,4.8
2024-06-10,4.8
2024-06-11,4.8
2024-06-12,4.8
2024-06-13,4.8
2024-06-14,4.82
2024-06-17,4.82
2024-06-18,4.83
2024-06-19,4.84
2024-06-20,4.82
2024-06-21,4.82
2024-06-24,4.82
2024-06-25,4.84
2024-06-26,4.84
2024-06-27,4.84
2024-06-28,4.85
2024-07-02,4.84
2024-07-03,4.83
2024-07-04,4.83
2024-07-05,4.83
2024-07-08,4.84
2024-07-09,4.83
2024-07-10,4.83
2024-07-11,4.83
2024-07-12,4.83
2024-07-15,4.85
2024-07-16,4.83
2024-07-17,4.84
2024-07-18,4.84
2024-07-19,4.83
2024-07-22,4.84
2024-07-23,4.84
2024-07-24,4.83
2024-07-25,4.58
2024-07-26,4.58
2024-07-29,4.58
2024-07-30,4.58
2024-07-31,4.6
2024-08-01,4.57
2024-08-02,4.57
2024-08-06,4.59
2024-08-07,4.59
2024-08-08,4.58
2024-08-09,4.59
2024-08-12,4.59
2024-08-13,4.58
2024-08-14,4.58
2024-08-15,4.58
2024-08-16,4.58
2024-08-19,4.58
2024-08-20,4.58
2024-08-21,4.58
2024-08-22,4.58
2024-08-23,4.59
2024-08-26,4.59
2024-08-27,4.59
2024-08-28,4.59
2024-08-29,4.59
2024-08-30,4.59
2024-09-03,4.58
2024-09-04,4.6
2024-09-05,4.35
2024-09-06,4.35
2024-09-09,4.35
2024-09-10,4.35
2024-09-11,4.35
2024-09-12,4.36
2024-09-13,4.35
2024-09-16,4.35
2024-09-17,4.35
2024-09-18,4.36
2024-09-19,4.36
2024-09-20,4.35
2024-09-23,4.36
2024-09-24,4.36
2024-09-25,4.36
2024-09-26,4.36
2024-09-27,4.38
2024-10-01,4.37
2024-10-02,4.36
2024-10-03,4.36
2024-10-04,4.36
2024-10-07,4.36
2024-10-08,4.36
2024-10-09,4.37
2024-10-10,4.37
2024-10-11,4.38
2024-10-15,4.38
2024-10-16,4.38
2024-10-17,4.38
2024-10-18,4.38
2024-10-21,4.38
2024-10-22,4.37
2024-10-23,4.38
2024-10-24,3.88
2024-10-25,3.88
2024-10-28,3.88
2024-10-29,3.88
2024-10-30,3.88
2024-10-31,3.93
2024-11-01,3.88
2024-11-04,3.87
2024-11-05,3.89
2024-11-06,3.87
2024-11-07,3.87
2024-11-08,3.87
2024-11-12,3.87
2024-11-13,3.87
2024-11-14,3.86
2024-11-15,3.87
2024-11-18,3.86
2024-11-19,3.85
2024-11-20,3.86
2024-11-21,3.85
2024-11-22,3.86
2024-11-25,3.86
2024-11-26,3.86
2024-11-27,3.86
2024-11-28,3.86
2024-11-29,3.86
2024-12-02,3.86
2024-12-03,3.86
2024-12-04,3.86
2024-12-05,3.86
2024-12-06,3.86
2024-12-09,3.86
2024-12-10,3.86
2024-12-11,3.86
2024-12-12,3.36
2024-12-13,3.37
2024-12-16,3.36
2024-12-17,3.36
2024-12-18,3.4
2024-12-19,3.4
2024-12-20,3.44
2024-12-23,3.48
2024-12-24,3.45
2024-12-27,3.45
2024-12-30,3.4
2024-12-31,3.4
2025-01-02,3.4
2025-01-03,3.39
2025-01-06,3.39
2025-01-07,3.38
2025-01-08,3.37
2025-01-09,3.38
2025-01-10,3.37
2025-01-13,3.37
2025-01-14,3.37
2025-01-15,3.37
2025-01-16,3.37
2025-01-17,3.37
2025-01-20,3.37
2025-01-21,3.37
2025-01-22,3.37
2025-01-23,3.37
2025-01-24,3.37
2025-01-27,3.37
2025-01-28,3.37
2025-01-29,3.37
2025-01-30,3.12
2025-01-31,3.12
2025-02-03,3.12
2025-02-04,3.12
2025-02-05,3.12
2025-02-06,3.1
2025-02-07,3.12
2025-02-10,3.11
2025-02-11,3.12
2025-02-12,3.1
2025-02-13,3.1
2025-02-14,3.1
2025-02-18,3.1
2025-02-19,3.1
2025-02-20,3.1
2025-02-21,3.1
2025-02-24,3.1
2025-02-25,3.1
2025-02-26,3.1
2025-02-27,3.09
2025-02-28,3.09
2025-03-03,3.1
2025-03-04,3.1
2025-03-05,3.1
2025-03-06,3.1
2025-03-07,3.1
2025-03-10,3.1
2025-03-11,3.1
2025-03-12,3.1
2025-03-13,2.86
2025-03-14,2.85
2025-03-17,2.85
2025-03-18,2.85
2025-03-19,2.85
2025-03-20,2.85
2025-03-21,2.85
2025-03-24,2.85
2025-03-25,2.85
2025-03-26,2.85
2025-03-27,2.86
2025-03-28,2.86
2025-03-31,2.86
2025-04-01,2.86
2025-04-02,2.86
2025-04-03,2.86
2025-04-04,2.86
2025-04-07,2.86
2025-04-08,2.86
2025-04-09,2.86
2025-04-10,2.85
2025-04-11,2.85
2025-04-14,2.85
2025-04-15,2.86
2025-04-16,2.86
2025-04-17,2.86
2025-04-21,2.87
2025-04-22,2.87
2025-04-23,2.86
2025-04-24,2.86
2025-04-25,2.87
2025-04-28,2.87
2025-04-29,2.87
2025-04-30,2.87
2025-05-01,2.86
2025-05-02,2.86
2025-05-05,2.85
2025-05-06,2.85
2025-05-07,2.85
2025-05-08,2.85
2025-05-09,2.85
2025-05-12,2.85
2025-05-13,2.85
2025-05-14,2.85
2025-05-15,2.85
2025-05-16,2.85
2025-05-20,2.85
2025-05-21,2.85
2025-05-22,2.85
2025-05-23,2.85
2025-05-26,2.85
2025-05-27,2.85
2025-05-28,2.84
2025-05-29,2.84
2025-05-30,2.84
2025-06-02,2.85
2025-06-03,2.85
2025-06-04,2.85
2025-06-05,2.85
2025-06-06,2.84
2025-06-09,2.84
2025-06-10,2.84
2025-06-11,2.84
2025-06-12,2.84
2025-06-13,2.84
2025-06-16,2.84
2025-06-17,2.83
2025-06-18,2.83
2025-06-19,2.83
2025-06-20,2.83
2025-06-23,2.83
2025-06-24,2.83
2025-06-25,2.83
2025-06-26,2.83
2025-06-27,2.82
2025-06-30,2.83
2025-07-02,2.83
2025-07-03,2.83
2025-07-04,2.83
2025-07-07,2.83
2025-07-08,2.83
2025-07-09,2.83
2025-07-10,2.83
2025-07-11,2.83
2025-07-14,2.83
2025-07-15,2.83
