issuer,kind,isin,auction,settlement,maturity,nominal,cash,cover,yield,source
ESM,bill,EU000A1U9738,2014-01-07,2014-01-09,2014-04-10,2898.4,2898.4,2.0,,esm_bbk:EU000A1U9738
ESM,bill,EU000A1U9746,2014-01-21,2014-01-23,2014-07-24,2499.15,2499.15,1.8,,esm_bbk:EU000A1U9746
ESM,bill,EU000A1U9753,2014-02-04,2014-02-06,2014-05-08,2985.2,2985.2,1.9,,esm_bbk:EU000A1U9753
ESM,bill,EU000A1U9761,2014-02-18,2014-02-20,2014-08-21,2499.0,2499.0,1.8,,esm_bbk:EU000A1U9761
ESM,bill,EU000A1U9779,2014-03-04,2014-03-06,2014-06-05,2912.65,2912.65,1.8,,esm_bbk:EU000A1U9779
ESM,bill,EU000A1U9787,2014-03-18,2014-03-20,2014-09-18,2463.3,2463.3,1.5,,esm_bbk:EU000A1U9787
ESM,bill,EU000A1U9795,2014-04-08,2014-04-10,2014-07-10,1979.5,1979.5,2.1,,esm_bbk:EU000A1U9795
ESM,bill,EU000A1U98A4,2014-04-22,2014-04-24,2014-10-23,1461.85,1461.85,2.1,,esm_bbk:EU000A1U98A4
ESM,bill,EU000A1U98B2,2014-05-06,2014-05-08,2014-08-07,1456.15,1456.15,2.8,,esm_bbk:EU000A1U98B2
ESM,bill,EU000A1U98C0,2014-05-20,2014-05-22,2014-11-20,1499.2,1499.2,2.3,,esm_bbk:EU000A1U98C0
ESM,bill,EU000A1U98D8,2014-06-03,2014-06-05,2014-09-04,1496.9,1496.9,2.9,,esm_bbk:EU000A1U98D8
ESM,bill,EU000A1U98E6,2014-06-17,2014-06-19,2014-12-18,1492.3,1492.3,2.4,,esm_bbk:EU000A1U98E6
ESM,bill,EU000A1U98F3,2014-07-08,2014-07-10,2014-10-09,1495.0,1495.0,3.1,,esm_bbk:EU000A1U98F3
ESM,bill,EU000A1U98G1,2014-07-22,2014-07-24,2015-01-22,1490.0,1490.0,2.5,,esm_bbk:EU000A1U98G1
ESM,bill,EU000A1U98H9,2014-08-05,2014-08-07,2014-11-06,1473.55,1473.55,2.9,,esm_bbk:EU000A1U98H9
ESM,bill,EU000A1U98J5,2014-08-19,2014-08-21,2015-02-19,1489.7,1489.7,2.3,,esm_bbk:EU000A1U98J5
ESM,bill,EU000A1U98K3,2014-09-02,2014-09-04,2014-12-04,998.15,998.15,4.6,,esm_bbk:EU000A1U98K3
ESM,bill,EU000A1U98L1,2014-09-16,2014-09-18,2015-03-19,983.75,983.75,3.3,,esm_bbk:EU000A1U98L1
ESM,bill,EU000A1U98M9,2014-10-07,2014-10-09,2015-01-08,998.15,998.15,4.1,,esm_bbk:EU000A1U98M9
ESM,bill,EU000A1U98N7,2014-10-21,2014-10-23,2015-04-23,972.0,972.0,3.9,,esm_bbk:EU000A1U98N7
ESM,bill,EU000A1U98P2,2014-11-04,2014-11-06,2015-02-05,972.25,972.25,4.0,,esm_bbk:EU000A1U98P2
ESM,bill,EU000A1U98Q0,2014-11-18,2014-11-20,2015-05-21,995.0,995.0,3.5,,esm_bbk:EU000A1U98Q0
ESM,bill,EU000A1U98R8,2014-12-02,2014-12-04,2015-03-05,994.8,994.8,4.5,,esm_bbk:EU000A1U98R8
ESM,bill,EU000A1U98S6,2015-01-06,2015-01-08,2015-04-09,1458.0,1458.0,3.0,,esm_bbk:EU000A1U98S6
ESM,bill,EU000A1U98T4,2015-01-20,2015-01-22,2015-07-23,1454.3,1454.3,2.6,,esm_bbk:EU000A1U98T4
ESM,bill,EU000A1U99A2,2015-02-03,2015-02-05,2015-05-07,1495.5,1495.5,2.6,,esm_bbk:EU000A1U99A2
ESM,bill,EU000A1U99B0,2015-02-17,2015-02-19,2015-08-20,1490.05,1490.05,2.0,,esm_bbk:EU000A1U99B0
ESM,bill,EU000A1U99C8,2015-03-03,2015-03-05,2015-06-04,1488.3,1488.3,2.8,,esm_bbk:EU000A1U99C8
ESM,bill,EU000A1U99D6,2015-03-17,2015-03-19,2015-09-24,1460.7,1460.7,1.9,,esm_bbk:EU000A1U99D6
ESM,bill,EU000A1U99E4,2015-04-07,2015-04-09,2015-07-09,1484.7,1484.7,2.2,,esm_bbk:EU000A1U99E4
ESM,bill,EU000A1U99F1,2015-04-21,2015-04-23,2015-10-22,1426.0,1426.0,2.1,,esm_bbk:EU000A1U99F1
ESM,bill,EU000A1U99G9,2015-05-05,2015-05-07,2015-08-06,1447.25,1447.25,2.3,,esm_bbk:EU000A1U99G9
ESM,bill,EU000A1U99H7,2015-05-19,2015-05-21,2015-11-19,1473.0,1473.0,2.1,,esm_bbk:EU000A1U99H7
ESM,bill,EU000A1U99J3,2015-06-02,2015-06-04,2015-09-10,1471.8,1471.8,2.2,,esm_bbk:EU000A1U99J3
ESM,bill,EU000A1U99K1,2015-06-16,2015-06-18,2015-12-17,1495.5,1495.5,1.5,,esm_bbk:EU000A1U99K1
ESM,bill,EU000A1U99L9,2015-07-07,2015-07-09,2015-10-08,1444.5,1444.5,1.7,,esm_bbk:EU000A1U99L9
ESM,bill,EU000A1U99M7,2015-07-21,2015-07-23,2016-01-21,1925.3,1925.3,1.2,,esm_bbk:EU000A1U99M7
ESM,bill,EU000A1U99N5,2015-08-04,2015-08-06,2015-11-05,1990.05,1990.05,2.3,,esm_bbk:EU000A1U99N5
ESM,bill,EU000A1U99P0,2015-08-18,2015-08-20,2016-02-18,2487.5,2487.5,1.7,,esm_bbk:EU000A1U99P0
ESM,bill,EU000A1U99Q8,2015-09-08,2015-09-10,2015-12-03,2454.8,2454.8,2.5,,esm_bbk:EU000A1U99Q8
ESM,bill,EU000A1U99R6,2015-09-22,2015-09-24,2016-03-24,2478.5,2478.5,1.8,,esm_bbk:EU000A1U99R6
ESM,bill,EU000A1U99S4,2015-10-06,2015-10-08,2016-01-07,2440.4,2440.4,2.5,,esm_bbk:EU000A1U99S4
ESM,bill,EU000A1U99T2,2015-10-20,2015-10-22,2016-04-21,2438.25,2438.25,2.0,,esm_bbk:EU000A1U99T2
ESM,bill,EU000A1U99U0,2015-11-03,2015-11-05,2016-02-04,2496.7,2496.7,2.5,,esm_bbk:EU000A1U99U0
ESM,bill,EU000A1U99V8,2015-11-17,2015-11-19,2016-05-19,2487.75,2487.75,1.7,,esm_bbk:EU000A1U99V8
ESM,bill,EU000A1U99W6,2015-12-01,2015-12-03,2016-03-10,1485.4,1485.4,2.3,,esm_bbk:EU000A1U99W6
ESM,bill,EU000A1U99X4,2016-01-05,2016-01-07,2016-04-07,1990.8,1990.8,2.0,,esm_bbk:EU000A1U99X4
ESM,bill,EU000A1U99Y2,2016-01-19,2016-01-21,2016-07-21,1486.15,1486.15,2.0,,esm_bbk:EU000A1U99Y2
ESM,bill,EU000A1U99Z9,2016-02-02,2016-02-04,2016-05-05,1932.6,1932.6,1.9,,esm_bbk:EU000A1U99Z9
ESM,bill,EU000A1Z97A5,2016-02-16,2016-02-18,2016-08-18,1481.75,1481.75,2.4,,esm_bbk:EU000A1Z97A5
ESM,bill,EU000A1Z97B3,2016-03-08,2016-03-10,2016-06-09,1457.3,1457.3,2.9,,esm_bbk:EU000A1Z97B3
ESM,bill,EU000A1Z97C1,2016-03-22,2016-03-24,2016-09-22,1480.4,1480.4,2.9,,esm_bbk:EU000A1Z97C1
ESM,bill,EU000A1Z97D9,2016-04-05,2016-04-07,2016-07-07,1483.7,1483.7,2.6,,esm_bbk:EU000A1Z97D9
ESM,bill,EU000A1Z97E7,2016-04-19,2016-04-21,2016-10-20,1496.75,1496.75,3.6,,esm_bbk:EU000A1Z97E7
ESM,bill,EU000A1Z97F4,2016-05-03,2016-05-05,2016-08-04,1496.6,1496.6,3.4,,esm_bbk:EU000A1Z97F4
ESM,bill,EU000A1Z97G2,2016-05-17,2016-05-19,2016-11-24,1494.25,1494.25,4.1,,esm_bbk:EU000A1Z97G2
ESM,bill,EU000A1Z97H0,2016-06-07,2016-06-09,2016-09-08,1454.0,1454.0,2.7,,esm_bbk:EU000A1Z97H0
ESM,bill,EU000A1Z97J6,2016-06-21,2016-06-23,2016-12-22,1486.6,1486.6,2.9,,esm_bbk:EU000A1Z97J6
ESM,bill,EU000A1Z97K4,2016-07-05,2016-07-07,2016-10-06,1463.75,1463.75,2.9,,esm_bbk:EU000A1Z97K4
ESM,bill,EU000A1Z97L2,2016-07-19,2016-07-21,2017-01-26,1498.25,1498.25,2.7,,esm_bbk:EU000A1Z97L2
ESM,bill,EU000A1Z97M0,2016-08-02,2016-08-04,2016-11-10,1462.5,1462.5,2.9,,esm_bbk:EU000A1Z97M0
ESM,bill,EU000A1Z97N8,2016-08-16,2016-08-18,2017-02-23,1492.7,1492.7,2.7,,esm_bbk:EU000A1Z97N8
ESM,bill,EU000A1Z97P3,2016-09-06,2016-09-08,2016-12-08,1465.25,1465.25,2.8,,esm_bbk:EU000A1Z97P3
ESM,bill,EU000A1Z97Q1,2016-09-20,2016-09-22,2017-03-23,1495.8,1495.8,3.1,,esm_bbk:EU000A1Z97Q1
ESM,bill,EU000A1Z97R9,2016-10-04,2016-10-06,2017-01-12,1499.25,1499.25,3.3,,esm_bbk:EU000A1Z97R9
ESM,bill,EU000A1Z97S7,2016-10-18,2016-10-20,2017-04-20,1467.3,1467.3,3.4,,esm_bbk:EU000A1Z97S7
ESM,bill,EU000A1Z97T5,2016-11-08,2016-11-10,2017-02-09,1491.2,1491.2,3.1,,esm_bbk:EU000A1Z97T5
ESM,bill,EU000A1Z97U3,2016-11-22,2016-11-24,2017-05-18,1434.0,1434.0,2.6,,esm_bbk:EU000A1Z97U3
ESM,bill,EU000A1Z97V1,2016-12-06,2016-12-08,2017-03-09,1473.2,1473.2,3.4,,esm_bbk:EU000A1Z97V1
ESM,bill,EU000A1Z97W9,2017-01-10,2017-01-12,2017-04-06,1495.4,1495.4,4.1,,esm_bbk:EU000A1Z97W9#derived
ESM,bill,EU000A1Z97X7,2017-01-24,2017-01-26,2017-07-20,1473.2,1473.2,3.4,,esm_bbk:EU000A1Z97X7
ESM,bill,EU000A1Z97Y5,2017-02-07,2017-02-09,2017-05-04,1497.45,1497.45,3.8,,esm_bbk:EU000A1Z97Y5
ESM,bill,EU000A1Z97Z2,2017-02-21,2017-02-23,2017-08-24,1489.6,1489.6,4.0,,esm_bbk:EU000A1Z97Z2
ESM,bill,EU000A1Z9709,2017-03-07,2017-03-09,2017-06-08,1497.5,1497.5,5.4,,esm_bbk:EU000A1Z9709
ESM,bill,EU000A1Z9717,2017-03-21,2017-03-23,2017-09-21,1495.5,1495.5,4.5,,esm_bbk:EU000A1Z9717
ESM,bill,EU000A1Z9725,2017-04-04,2017-04-06,2017-07-06,1497.0,1497.0,5.2,,esm_bbk:EU000A1Z9725
ESM,bill,EU000A1Z9733,2017-04-18,2017-04-20,2017-10-19,1496.2,1496.2,4.9,,esm_bbk:EU000A1Z9733
ESM,bill,EU000A1Z9741,2017-05-02,2017-05-04,2017-08-10,1500.0,1500.0,5.8,,esm_bbk:EU000A1Z9741
ESM,bill,EU000A1Z9758,2017-05-16,2017-05-18,2017-11-23,1497.6,1497.6,4.7,,esm_bbk:EU000A1Z9758
ESM,bill,EU000A1Z9766,2017-06-06,2017-06-08,2017-09-07,1499.3,1499.3,4.9,,esm_bbk:EU000A1Z9766
ESM,bill,EU000A1Z9774,2017-06-20,2017-06-22,2017-12-21,1494.05,1494.05,5.1,,esm_bbk:EU000A1Z9774
ESM,bill,EU000A1Z9782,2017-07-04,2017-07-06,2017-10-05,1497.9,1497.9,5.1,,esm_bbk:EU000A1Z9782
ESM,bill,EU000A1Z9790,2017-07-18,2017-07-20,2018-01-25,1500.0,1500.0,4.7,,esm_bbk:EU000A1Z9790
ESM,bill,EU000A1Z98A3,2017-08-08,2017-08-10,2017-11-09,1498.6,1498.6,4.4,,esm_bbk:EU000A1Z98A3
ESM,bill,EU000A1Z98B1,2017-08-22,2017-08-24,2018-02-22,1484.4,1484.4,4.2,,esm_bbk:EU000A1Z98B1
ESM,bill,EU000A1Z98C9,2017-09-05,2017-09-07,2017-12-07,1497.6,1497.6,3.9,,esm_bbk:EU000A1Z98C9
ESM,bill,EU000A1Z98D7,2017-09-19,2017-09-21,2018-03-22,1499.95,1499.95,4.7,,esm_bbk:EU000A1Z98D7
ESM,bill,EU000A1Z98E5,2017-10-03,2017-10-05,2018-01-11,1496.6,1496.6,4.6,,esm_bbk:EU000A1Z98E5
ESM,bill,EU000A1Z98F2,2017-10-17,2017-10-19,2018-04-19,1423.6,1423.6,3.9,,esm_bbk:EU000A1Z98F2
ESM,bill,EU000A1Z98G0,2017-11-07,2017-11-09,2018-02-08,1496.7,1496.7,4.8,,esm_bbk:EU000A1Z98G0
ESM,bill,EU000A1Z98H8,2017-11-21,2017-11-23,2018-05-24,1493.45,1493.45,4.7,,esm_bbk:EU000A1Z98H8
ESM,bill,EU000A1Z98J4,2017-12-05,2017-12-07,2018-03-08,1497.8,1497.8,6.3,,esm_bbk:EU000A1Z98J4
ESM,bill,EU000A1Z98K2,2018-01-09,2018-01-11,2018-04-05,1999.45,1999.45,5.2,,esm_bbk:EU000A1Z98K2
ESM,bill,EU000A1Z98L0,2018-01-23,2018-01-25,2018-07-19,1999.95,1999.95,5.2,,esm_bbk:EU000A1Z98L0
ESM,bill,EU000A1Z98M8,2018-02-06,2018-02-08,2018-05-10,1995.95,1995.95,4.9,,esm_bbk:EU000A1Z98M8
ESM,bill,EU000A1Z98N6,2018-02-20,2018-02-22,2018-08-23,1996.0,1996.0,3.5,,esm_bbk:EU000A1Z98N6
ESM,bill,EU000A1Z98P1,2018-03-06,2018-03-08,2018-06-07,1995.6,1995.6,4.5,,esm_bbk:EU000A1Z98P1
ESM,bill,EU000A1Z98Q9,2018-03-20,2018-03-22,2018-09-20,1965.6,1965.6,3.6,,esm_bbk:EU000A1Z98Q9
ESM,bill,EU000A1Z98R7,2018-04-03,2018-04-05,2018-07-05,1999.3,1999.3,4.3,,esm_bbk:EU000A1Z98R7
ESM,bill,EU000A1Z98S5,2018-04-17,2018-04-19,2018-10-18,1997.6,1997.6,3.4,,esm_bbk:EU000A1Z98S5
ESM,bill,EU000A1Z98T3,2018-05-08,2018-05-10,2018-08-09,1963.6,1963.6,3.6,,esm_bbk:EU000A1Z98T3
ESM,bill,EU000A1Z98U1,2018-05-22,2018-05-24,2018-11-22,1999.75,1999.75,2.7,,esm_bbk:EU000A1Z98U1
ESM,bill,EU000A1Z98V9,2018-06-05,2018-06-07,2018-09-06,1928.25,1928.25,2.9,,esm_bbk:EU000A1Z98V9#derived
ESM,bill,EU000A1Z98W7,2018-06-19,2018-06-21,2018-12-20,1980.5,1980.5,3.2,,esm_bbk:EU000A1Z98W7
ESM,bill,EU000A1Z98X5,2018-07-03,2018-07-05,2018-10-04,1989.9,1989.9,3.0,,esm_bbk:EU000A1Z98X5
ESM,bill,EU000A1Z98Y3,2018-07-17,2018-07-19,2019-01-24,1922.35,1922.35,2.4,,esm_bbk:EU000A1Z98Y3
ESM,bill,EU000A1Z98Z0,2018-08-07,2018-08-09,2018-11-08,1997.7,1997.7,2.3,,esm_bbk:EU000A1Z98Z0
ESM,bill,EU000A1Z9808,2018-08-21,2018-08-23,2019-02-21,1999.25,1999.25,2.1,,esm_bbk:EU000A1Z9808
ESM,bill,EU000A1Z9816,2018-09-04,2018-09-06,2018-12-06,1930.2,1930.2,2.1,,esm_bbk:EU000A1Z9816
ESM,bill,EU000A1Z9824,2018-09-18,2018-09-20,2019-03-21,1970.2,1970.2,2.0,,esm_bbk:EU000A1Z9824
ESM,bill,EU000A1Z9832,2018-10-02,2018-10-04,2019-01-10,1999.75,1999.75,2.9,,esm_bbk:EU000A1Z9832
ESM,bill,EU000A1Z9840,2018-10-16,2018-10-18,2019-04-18,1998.4,1998.4,3.3,,esm_bbk:EU000A1Z9840
ESM,bill,EU000A1Z9857,2018-11-06,2018-11-08,2019-02-07,1998.3,1998.3,4.4,,esm_bbk:EU000A1Z9857
ESM,bill,EU000A1Z9865,2018-11-20,2018-11-22,2019-05-23,1998.9,1998.9,2.9,,esm_bbk:EU000A1Z9865
ESM,bill,EU000A1Z9873,2018-12-04,2018-12-06,2019-03-07,1999.5,1999.5,3.5,,esm_bbk:EU000A1Z9873
ESM,bill,EU000A1Z9881,2019-01-08,2019-01-10,2019-04-04,1997.85,1997.85,3.3,,esm_bbk:EU000A1Z9881
ESM,bill,EU000A1Z9899,2019-01-22,2019-01-24,2019-07-18,1968.3,1968.3,2.7,,esm_bbk:EU000A1Z9899
ESM,bill,EU000A1Z9907,2019-02-05,2019-02-07,2019-05-09,2495.4,2495.4,2.5,,esm_bbk:EU000A1Z9907
ESM,bill,EU000A1Z9915,2019-02-19,2019-02-21,2019-08-22,1997.4,1997.4,2.6,,esm_bbk:EU000A1Z9915
ESM,bill,EU000A1Z9923,2019-03-05,2019-03-07,2019-06-06,1986.2,1986.2,3.0,,esm_bbk:EU000A1Z9923
ESM,bill,EU000A1Z9931,2019-03-19,2019-03-21,2019-09-19,2493.25,2493.25,2.4,,esm_bbk:EU000A1Z9931
ESM,bill,EU000A1Z9949,2019-04-02,2019-04-04,2019-07-04,1990.8,1990.8,2.7,,esm_bbk:EU000A1Z9949
ESM,bill,EU000A1Z9956,2019-04-16,2019-04-18,2019-10-24,1918.25,1918.25,3.0,,esm_bbk:EU000A1Z9956
ESM,bill,EU000A1Z9964,2019-05-07,2019-05-09,2019-08-08,1998.95,1998.95,3.5,,esm_bbk:EU000A1Z9964
ESM,bill,EU000A1Z9972,2019-05-21,2019-05-23,2019-11-21,1999.0,1999.0,2.6,,esm_bbk:EU000A1Z9972
ESM,bill,EU000A1Z9980,2019-06-04,2019-06-06,2019-09-05,1974.35,1974.35,2.2,,esm_bbk:EU000A1Z9980
ESM,bill,EU000A1Z9998,2019-06-18,2019-06-20,2019-12-19,1968.0,1968.0,2.9,,esm_bbk:EU000A1Z9998
ESM,bill,EU000A2SB802,2019-07-02,2019-07-04,2019-10-10,2499.65,2499.65,3.0,,esm_bbk:EU000A2SB802
ESM,bill,EU000A2SB810,2019-07-16,2019-07-18,2020-01-23,2499.76,2499.76,2.1,,esm_bbk:EU000A2SB810
ESM,bill,EU000A2SB828,2019-08-06,2019-08-08,2019-11-07,2499.56,2499.56,2.4,,esm_bbk:EU000A2SB828
ESM,bill,EU000A2SB836,2019-08-20,2019-08-22,2020-02-20,3493.28,3493.28,2.4,,esm_bbk:EU000A2SB836
ESM,bill,EU000A2SB844,2019-09-03,2019-09-05,2019-12-05,2999.92,2999.92,2.2,,esm_bbk:EU000A2SB844
ESM,bill,EU000A2SB851,2019-09-17,2019-09-19,2020-03-19,2999.98,2999.98,2.6,,esm_bbk:EU000A2SB851
ESM,bill,EU000A2SB869,2019-10-08,2019-10-10,2020-01-09,3499.2,3499.2,2.6,,esm_bbk:EU000A2SB869
ESM,bill,EU000A2SB877,2019-10-22,2019-10-24,2020-04-23,2994.58,2994.58,3.0,,esm_bbk:EU000A2SB877
ESM,bill,EU000A2SB885,2019-11-05,2019-11-07,2020-02-06,2499.0,2499.0,3.3,,esm_bbk:EU000A2SB885
ESM,bill,EU000A2SB893,2019-11-19,2019-11-21,2020-05-21,2499.09,2499.09,2.8,,esm_bbk:EU000A2SB893
ESM,bill,EU000A2SB9A0,2019-12-03,2019-12-05,2020-03-05,2497.75,2497.75,3.3,,esm_bbk:EU000A2SB9A0
ESM,bill,EU000A2SB9B8,2020-01-07,2020-01-09,2020-04-09,2499.24,2499.24,3.9,,esm_bbk:EU000A2SB9B8
ESM,bill,EU000A2SB9C6,2020-01-21,2020-01-23,2020-07-23,1499.98,1499.98,5.1,,esm_bbk:EU000A2SB9C6
ESM,bill,EU000A2SB9D4,2020-02-04,2020-02-06,2020-05-07,2498.54,2498.54,3.7,,esm_bbk:EU000A2SB9D4
ESM,bill,EU000A2SB9E2,2020-02-18,2020-02-20,2020-08-20,1493.7,1493.7,5.4,,esm_bbk:EU000A2SB9E2
ESM,bill,EU000A2SB9F9,2020-03-03,2020-03-05,2020-06-04,2497.01,2497.01,4.2,,esm_bbk:EU000A2SB9F9
ESM,bill,EU000A2SB9G7,2020-03-17,2020-03-19,2020-09-24,2984.98,2984.98,1.9,,esm_bbk:EU000A2SB9G7
ESM,bill,EU000A2SB9H5,2020-04-07,2020-04-09,2020-07-09,2917.5,2917.5,2.0,,esm_bbk:EU000A2SB9H5
ESM,bill,EU000A2SB9J1,2020-04-15,2020-04-17,2021-04-15,997.4,997.4,5.1,,esm_bbk:EU000A2SB9J1
ESM,bill,EU000A2SB9K9,2020-04-21,2020-04-23,2020-10-22,1999.25,1999.25,3.5,,esm_bbk:EU000A2SB9K9
ESM,bill,EU000A2SB9L7,2020-05-05,2020-05-07,2020-08-06,2498.7,2498.7,4.3,,esm_bbk:EU000A2SB9L7
ESM,bill,EU000A2SB9M5,2020-05-12,2020-05-14,2021-05-13,1488.85,1488.85,5.1,,esm_bbk:EU000A2SB9M5
ESM,bill,EU000A2SB9N3,2020-05-19,2020-05-21,2020-11-19,1999.76,1999.76,4.4,,esm_bbk:EU000A2SB9N3
ESM,bill,EU000A2SB9P8,2020-06-02,2020-06-04,2020-09-10,2480.9,2480.9,4.5,,esm_bbk:EU000A2SB9P8
ESM,bill,EU000A2SB9Q6,2020-06-09,2020-06-11,2021-06-10,1499.1,1499.1,4.5,,esm_bbk:EU000A2SB9Q6
ESM,bill,EU000A2SB9R4,2020-06-16,2020-06-18,2020-12-17,1999.31,1999.31,4.3,,esm_bbk:EU000A2SB9R4
ESM,bill,EU000A2SB9S2,2020-07-07,2020-07-09,2020-10-08,2000.0,2000.0,5.0,,esm_bbk:EU000A2SB9S2
ESM,bill,EU000A2SB9T0,2020-07-14,2020-07-16,2021-07-15,1498.83,1498.83,4.8,,esm_bbk:EU000A2SB9T0
ESM,bill,EU000A2SB9U8,2020-07-21,2020-07-23,2021-01-21,1993.35,1993.35,4.6,,esm_bbk:EU000A2SB9U8
ESM,bill,EU000A2SB9V6,2020-08-04,2020-08-06,2020-11-05,1998.48,1998.48,5.2,,esm_bbk:EU000A2SB9V6
ESM,bill,EU000A2SB9W4,2020-08-11,2020-08-13,2021-08-12,1499.65,1499.65,4.9,,esm_bbk:EU000A2SB9W4
ESM,bill,EU000A2SB9X2,2020-08-18,2020-08-20,2021-02-18,1999.68,1999.68,4.7,,esm_bbk:EU000A2SB9X2
ESM,bill,EU000A2SB9Y0,2020-09-08,2020-09-10,2020-12-03,1997.58,1997.58,5.5,,esm_bbk:EU000A2SB9Y0
ESM,bill,EU000A2SB9Z7,2020-09-15,2020-09-17,2021-09-16,1498.7,1498.7,4.8,,esm_bbk:EU000A2SB9Z7
ESM,bill,EU000A2SB901,2020-09-22,2020-09-24,2021-03-18,1999.76,1999.76,5.2,,esm_bbk:EU000A2SB901
ESM,bill,EU000A2SB919,2020-10-06,2020-10-08,2021-01-07,1998.87,1998.87,7.2,,esm_bbk:EU000A2SB919
ESM,bill,EU000A2SB927,2020-10-13,2020-10-15,2021-10-14,1499.77,1499.77,5.4,,esm_bbk:EU000A2SB927
ESM,bill,EU000A2SB935,2020-10-20,2020-10-22,2021-04-22,1999.91,1999.91,5.5,,esm_bbk:EU000A2SB935
ESM,bill,EU000A2SB943,2020-11-03,2020-11-05,2021-02-04,1999.12,1999.12,5.2,,esm_bbk:EU000A2SB943
ESM,bill,EU000A2SB950,2020-11-10,2020-11-12,2021-11-11,1490.47,1490.47,3.8,,esm_bbk:EU000A2SB950
ESM,bill,EU000A2SB968,2020-11-17,2020-11-19,2021-05-20,1999.7,1999.7,4.0,,esm_bbk:EU000A2SB968
ESM,bill,EU000A2SB976,2020-12-01,2020-12-03,2021-03-04,1499.74,1499.74,67.0,,esm_bbk:EU000A2SB976
ESM,bill,EU000A2SB984,2021-01-05,2021-01-07,2021-04-08,1499.95,1499.95,6.1,,esm_bbk:EU000A2SB984
ESM,bill,EU000A2SB992,2021-01-12,2021-01-14,2022-01-13,1099.36,1099.36,5.0,,esm_bbk:EU000A2SB992
ESM,bill,EU000A3JZP11,2021-01-19,2021-01-21,2021-07-22,1499.54,1499.54,5.3,,esm_bbk:EU000A3JZP11
ESM,bill,EU000A3JZP29,2021-02-02,2021-02-04,2021-05-06,1499.64,1499.64,7.1,,esm_bbk:EU000A3JZP29#derived
ESM,bill,EU000A3JZP37,2021-02-09,2021-02-11,2022-02-10,1091.0,1091.0,6.3,,esm_bbk:EU000A3JZP37
